"","CageID","Date","Days_in_Trt","weeks_of_age","Tot_Consumed_g","Consumption","Production","Side","Tier","Distance_from_door","Treatment","Position","Block"
"274",3897,2008-11-06,157,42.1429,1163,77.533,0.94286,1,2,10,16.5,"back","1.2.back"
"275",3897,2008-12-09,190,46.8571,997,66.467,0.77143,1,2,10,16.5,"back","1.2.back"
"276",3897,2009-01-01,213,50.1429,1178,78.533,0.94286,1,2,10,16.5,"back","1.2.back"
"277",3897,2009-01-29,241,54.1429,1004,66.933,0.85714,1,2,10,16.5,"back","1.2.back"
"278",3897,2009-02-26,269,58.1429,1356,90.4,0.82857,1,2,10,16.5,"back","1.2.back"
"279",3897,2009-03-30,301,62.7143,1229,81.933,0.82857,1,2,10,16.5,"back","1.2.back"
"280",3897,2009-04-23,325,66.1429,908,60.533,0.88571,1,2,10,16.5,"back","1.2.back"
"281",3893,2008-05-23,-10,18.2857,1182,78.8,NA,1,2,11,19,"back","1.2.back"
"282",3893,2008-06-19,17,22.1429,1230,82,0.88571,1,2,11,19,"back","1.2.back"
"283",3893,2008-07-25,53,27.2857,1686,112.4,0.97143,1,2,11,19,"back","1.2.back"
"284",3893,2008-08-18,77,30.7143,1412,94.133,0.97143,1,2,11,19,"back","1.2.back"
"285",3893,2008-09-11,101,34.1429,1439,95.933,0.91429,1,2,11,19,"back","1.2.back"
"286",3893,2008-10-10,130,38.2857,1808,120.533,0.97143,1,2,11,19,"back","1.2.back"
"287",3893,2008-11-06,157,42.1429,1573,104.867,0.88571,1,2,11,19,"back","1.2.back"
"288",3893,2008-12-09,190,46.8571,1302,86.8,0.82857,1,2,11,19,"back","1.2.back"
"289",3893,2009-01-01,213,50.1429,1390,92.667,0.8,1,2,11,19,"back","1.2.back"
"290",3893,2009-01-29,241,54.1429,1269,84.6,0.88571,1,2,11,19,"back","1.2.back"
"291",3893,2009-02-26,269,58.1429,1642,109.467,0.82857,1,2,11,19,"back","1.2.back"
"292",3893,2009-03-30,301,62.7143,1292,86.133,0.71429,1,2,11,19,"back","1.2.back"
"293",3893,2009-04-23,325,66.1429,1501,100.067,0.8,1,2,11,19,"back","1.2.back"
"294",3889,2008-05-23,-10,18.2857,1006,67.067,NA,1,2,12,14,"back","1.2.back"
"295",3889,2008-06-19,17,22.1429,1220,81.333,0.82857,1,2,12,14,"back","1.2.back"
"296",3889,2008-07-25,53,27.2857,1341,89.4,0.97143,1,2,12,14,"back","1.2.back"
"297",3889,2008-08-18,77,30.7143,1257,83.8,0.91429,1,2,12,14,"back","1.2.back"
"298",3889,2008-09-11,101,34.1429,1372,91.467,0.8,1,2,12,14,"back","1.2.back"
"299",3889,2008-10-10,130,38.2857,1335,89,0.85714,1,2,12,14,"back","1.2.back"
"300",3889,2008-11-06,157,42.1429,1277,85.133,0.91429,1,2,12,14,"back","1.2.back"
"301",3889,2008-12-09,190,46.8571,1301,86.733,0.82857,1,2,12,14,"back","1.2.back"
"302",3889,2009-01-01,213,50.1429,1372,91.467,0.85714,1,2,12,14,"back","1.2.back"
"303",3889,2009-01-29,241,54.1429,1156,77.067,0.85714,1,2,12,14,"back","1.2.back"
"304",3889,2009-02-26,269,58.1429,1339,89.267,0.68571,1,2,12,14,"back","1.2.back"
"305",3889,2009-03-30,301,62.7143,1294,86.267,0.68571,1,2,12,14,"back","1.2.back"
"306",3889,2009-04-23,325,66.1429,1133,75.533,0.57143,1,2,12,14,"back","1.2.back"
"307",3940,2008-05-23,-10,18.2857,1222,81.467,NA,1,3,1,14,"front","1.3.front"
"308",3940,2008-06-19,17,22.1429,1287,85.8,0.85714,1,3,1,14,"front","1.3.front"
"309",3940,2008-07-25,53,27.2857,1297,86.467,0.91429,1,3,1,14,"front","1.3.front"
"310",3940,2008-08-18,77,30.7143,1337,89.133,0.97143,1,3,1,14,"front","1.3.front"
"311",3940,2008-09-11,101,34.1429,1453,96.867,0.88571,1,3,1,14,"front","1.3.front"
"312",3940,2008-10-10,130,38.2857,1565,104.333,0.94286,1,3,1,14,"front","1.3.front"
"313",3940,2008-11-06,157,42.1429,1366,91.067,0.91429,1,3,1,14,"front","1.3.front"
"314",3940,2008-12-09,190,46.8571,1385,92.333,0.8,1,3,1,14,"front","1.3.front"
"315",3940,2009-01-01,213,50.1429,1374,91.6,0.91429,1,3,1,14,"front","1.3.front"
"316",3940,2009-01-29,241,54.1429,1277,85.133,0.85714,1,3,1,14,"front","1.3.front"
"317",3940,2009-02-26,269,58.1429,1577,105.133,0.82857,1,3,1,14,"front","1.3.front"
"318",3940,2009-03-30,301,62.7143,1284,85.6,0.8,1,3,1,14,"front","1.3.front"
"319",3940,2009-04-23,325,66.1429,1340,89.333,0.8,1,3,1,14,"front","1.3.front"
"320",3944,2008-05-23,-10,18.2857,1079,71.933,NA,1,3,2,19,"front","1.3.front"
"321",3944,2008-06-19,17,22.1429,1177,78.467,0.82857,1,3,2,19,"front","1.3.front"
"322",3944,2008-07-25,53,27.2857,1224,81.6,0.97143,1,3,2,19,"front","1.3.front"
"323",3944,2008-08-18,77,30.7143,1297,86.467,0.88571,1,3,2,19,"front","1.3.front"
"324",3944,2008-09-11,101,34.1429,1279,85.267,0.91429,1,3,2,19,"front","1.3.front"
"325",3944,2008-10-10,130,38.2857,1284,85.6,0.91429,1,3,2,19,"front","1.3.front"
"326",3944,2008-11-06,157,42.1429,1155,77,0.85714,1,3,2,19,"front","1.3.front"
"327",3944,2008-12-09,190,46.8571,977,65.133,0.74286,1,3,2,19,"front","1.3.front"
"328",3944,2009-01-01,213,50.1429,1082,72.133,0.97143,1,3,2,19,"front","1.3.front"
"329",3944,2009-01-29,241,54.1429,1171,78.067,0.8,1,3,2,19,"front","1.3.front"
"330",3944,2009-02-26,269,58.1429,1208,80.533,0.82857,1,3,2,19,"front","1.3.front"
"331",3944,2009-03-30,301,62.7143,1046,69.733,0.68571,1,3,2,19,"front","1.3.front"
"332",3944,2009-04-23,325,66.1429,892,59.467,0.71429,1,3,2,19,"front","1.3.front"
"333",3948,2008-05-23,-10,18.2857,1096,73.067,NA,1,3,3,24,"front","1.3.front"
"334",3948,2008-06-19,17,22.1429,973,64.867,0.8,1,3,3,24,"front","1.3.front"
"335",3948,2008-07-25,53,27.2857,1300,86.667,0.88571,1,3,3,24,"front","1.3.front"
"336",3948,2008-08-18,77,30.7143,1309,87.267,0.94286,1,3,3,24,"front","1.3.front"
"337",3948,2008-09-11,101,34.1429,1377,91.8,1,1,3,3,24,"front","1.3.front"
"338",3948,2008-10-10,130,38.2857,1466,97.733,0.94286,1,3,3,24,"front","1.3.front"
"339",3948,2008-11-06,157,42.1429,1299,86.6,0.97143,1,3,3,24,"front","1.3.front"
"340",3948,2008-12-09,190,46.8571,1341,89.4,0.88571,1,3,3,24,"front","1.3.front"
"341",3948,2009-01-01,213,50.1429,1273,84.867,1.02857,1,3,3,24,"front","1.3.front"
"342",3948,2009-01-29,241,54.1429,1210,80.667,0.8,1,3,3,24,"front","1.3.front"
"343",3948,2009-02-26,269,58.1429,1386,92.4,0.85714,1,3,3,24,"front","1.3.front"
"344",3948,2009-03-30,301,62.7143,1403,93.533,0.82857,1,3,3,24,"front","1.3.front"
"345",3948,2009-04-23,325,66.1429,1078,71.867,0.8,1,3,3,24,"front","1.3.front"
"346",3952,2008-05-23,-10,18.2857,1109,73.933,NA,1,3,4,16.5,"front","1.3.front"
"347",3952,2008-06-19,17,22.1429,1123,74.867,0.97143,1,3,4,16.5,"front","1.3.front"
"348",3952,2008-07-25,53,27.2857,1438,95.867,0.94286,1,3,4,16.5,"front","1.3.front"
"349",3952,2008-08-18,77,30.7143,1330,88.667,0.94286,1,3,4,16.5,"front","1.3.front"
"350",3952,2008-09-11,101,34.1429,1508,100.533,0.94286,1,3,4,16.5,"front","1.3.front"
"351",3952,2008-10-10,130,38.2857,1462,97.467,0.88571,1,3,4,16.5,"front","1.3.front"
"352",3952,2008-11-06,157,42.1429,1389,92.6,0.97143,1,3,4,16.5,"front","1.3.front"
"353",3952,2008-12-09,190,46.8571,1340,89.333,0.85714,1,3,4,16.5,"front","1.3.front"
"354",3952,2009-01-01,213,50.1429,1372,91.467,0.85714,1,3,4,16.5,"front","1.3.front"
"355",3952,2009-01-29,241,54.1429,1255,83.667,0.88571,1,3,4,16.5,"front","1.3.front"
"356",3952,2009-02-26,269,58.1429,1393,92.867,0.94286,1,3,4,16.5,"front","1.3.front"
"357",3952,2009-03-30,301,62.7143,1366,91.067,0.8,1,3,4,16.5,"front","1.3.front"
"358",3952,2009-04-23,325,66.1429,1213,80.867,0.74286,1,3,4,16.5,"front","1.3.front"
"359",3956,2008-05-23,-10,18.2857,1138,75.867,NA,1,3,5,21.5,"front","1.3.front"
"360",3956,2008-06-19,17,22.1429,574,38.267,0.8,1,3,5,21.5,"front","1.3.front"
"361",3956,2008-07-25,53,27.2857,1358,90.533,0.91429,1,3,5,21.5,"front","1.3.front"
"362",3956,2008-08-18,77,30.7143,1146,76.4,1.02857,1,3,5,21.5,"front","1.3.front"
"363",3956,2008-09-11,101,34.1429,1167,77.8,0.97143,1,3,5,21.5,"front","1.3.front"
"364",3956,2008-10-10,130,38.2857,1081,72.067,0.91429,1,3,5,21.5,"front","1.3.front"
"365",3956,2008-11-06,157,42.1429,931,62.067,0.85714,1,3,5,21.5,"front","1.3.front"
"366",3956,2008-12-09,190,46.8571,1119,74.6,0.85714,1,3,5,21.5,"front","1.3.front"
"367",3956,2009-01-01,213,50.1429,983,65.533,0.77143,1,3,5,21.5,"front","1.3.front"
"368",3956,2009-01-29,241,54.1429,765,51,0.57143,1,3,5,21.5,"front","1.3.front"
"369",3956,2009-02-26,269,58.1429,1400,93.333,0.65714,1,3,5,21.5,"front","1.3.front"
"370",3956,2009-03-30,301,62.7143,818,54.533,0.74286,1,3,5,21.5,"front","1.3.front"
"371",3956,2009-04-23,325,66.1429,575,38.333,0.65714,1,3,5,21.5,"front","1.3.front"
"372",3960,2008-05-23,-10,18.2857,1171,78.067,NA,1,3,6,11.5,"front","1.3.front"
"373",3960,2008-06-19,17,22.1429,1284,85.6,0.88571,1,3,6,11.5,"front","1.3.front"
"374",3960,2008-07-25,53,27.2857,1561,104.067,0.97143,1,3,6,11.5,"front","1.3.front"
"375",3960,2008-08-18,77,30.7143,1466,97.733,0.94286,1,3,6,11.5,"front","1.3.front"
"376",3960,2008-09-11,101,34.1429,1313,87.533,0.91429,1,3,6,11.5,"front","1.3.front"
"377",3960,2008-10-10,130,38.2857,1702,113.467,0.91429,1,3,6,11.5,"front","1.3.front"
"378",3960,2008-11-06,157,42.1429,1627,108.467,0.94286,1,3,6,11.5,"front","1.3.front"
"379",3960,2008-12-09,190,46.8571,1511,100.733,0.88571,1,3,6,11.5,"front","1.3.front"
"380",3960,2009-01-01,213,50.1429,1807,120.467,0.8,1,3,6,11.5,"front","1.3.front"
"381",3960,2009-01-29,241,54.1429,1576,105.067,0.82857,1,3,6,11.5,"front","1.3.front"
"382",3960,2009-02-26,269,58.1429,1876,125.067,0.85714,1,3,6,11.5,"front","1.3.front"
"383",3960,2009-03-30,301,62.7143,1538,102.533,0.8,1,3,6,11.5,"front","1.3.front"
"384",3960,2009-04-23,325,66.1429,1423,94.867,0.77143,1,3,6,11.5,"front","1.3.front"
"385",3964,2008-05-23,-10,18.2857,1123,74.867,NA,1,3,7,19,"back","1.3.back"
"386",3964,2008-06-19,17,22.1429,657,43.8,0.65714,1,3,7,19,"back","1.3.back"
"387",3964,2008-07-25,53,27.2857,1231,82.067,0.88571,1,3,7,19,"back","1.3.back"
"388",3964,2008-08-18,77,30.7143,1022,68.133,0.82857,1,3,7,19,"back","1.3.back"
"389",3964,2008-09-11,101,34.1429,1196,79.733,0.91429,1,3,7,19,"back","1.3.back"
"390",3964,2008-10-10,130,38.2857,1189,79.267,0.94286,1,3,7,19,"back","1.3.back"
"391",3964,2008-11-06,157,42.1429,999,66.6,0.91429,1,3,7,19,"back","1.3.back"
"392",3964,2008-12-09,190,46.8571,907,60.467,0.88571,1,3,7,19,"back","1.3.back"
"393",3964,2009-01-01,213,50.1429,1064,70.933,0.85714,1,3,7,19,"back","1.3.back"
"394",3964,2009-01-29,241,54.1429,735,49,0.77143,1,3,7,19,"back","1.3.back"
"395",3964,2009-02-26,269,58.1429,1195,79.667,0.91429,1,3,7,19,"back","1.3.back"
"396",3964,2009-03-30,301,62.7143,335,22.333,0.77143,1,3,7,19,"back","1.3.back"
"397",3964,2009-04-23,325,66.1429,881,58.733,0.82857,1,3,7,19,"back","1.3.back"
"398",3968,2008-05-23,-10,18.2857,1092,72.8,NA,1,3,8,14,"back","1.3.back"
"399",3968,2008-06-19,17,22.1429,1190,79.333,0.65714,1,3,8,14,"back","1.3.back"
"400",3968,2008-07-25,53,27.2857,1446,96.4,0.94286,1,3,8,14,"back","1.3.back"
"401",3968,2008-08-18,77,30.7143,1366,91.067,0.94286,1,3,8,14,"back","1.3.back"
"402",3968,2008-09-11,101,34.1429,1325,88.333,0.88571,1,3,8,14,"back","1.3.back"
"403",3968,2008-10-10,130,38.2857,1500,100,0.88571,1,3,8,14,"back","1.3.back"
"404",3968,2008-11-06,157,42.1429,1332,88.8,0.97143,1,3,8,14,"back","1.3.back"
"405",3968,2008-12-09,190,46.8571,1377,91.8,0.82857,1,3,8,14,"back","1.3.back"
"406",3968,2009-01-01,213,50.1429,1485,99,0.97143,1,3,8,14,"back","1.3.back"
"407",3968,2009-01-29,241,54.1429,1450,96.667,0.8,1,3,8,14,"back","1.3.back"
"408",3968,2009-02-26,269,58.1429,1562,104.133,0.85714,1,3,8,14,"back","1.3.back"
"409",3968,2009-03-30,301,62.7143,1600,106.667,0.85714,1,3,8,14,"back","1.3.back"
"410",3968,2009-04-23,325,66.1429,1453,96.867,0.82857,1,3,8,14,"back","1.3.back"
"411",3972,2008-05-23,-10,18.2857,1308,87.2,NA,1,3,9,16.5,"back","1.3.back"
"412",3972,2008-06-19,17,22.1429,1243,82.867,0.71429,1,3,9,16.5,"back","1.3.back"
"413",3972,2008-07-25,53,27.2857,1351,90.067,1,1,3,9,16.5,"back","1.3.back"
"414",3972,2008-08-18,77,30.7143,1114,74.267,0.97143,1,3,9,16.5,"back","1.3.back"
"415",3972,2008-09-11,101,34.1429,1184,78.933,1,1,3,9,16.5,"back","1.3.back"
"416",3972,2008-10-10,130,38.2857,1426,95.067,0.85714,1,3,9,16.5,"back","1.3.back"
"417",3972,2008-11-06,157,42.1429,1391,92.733,0.91429,1,3,9,16.5,"back","1.3.back"
"418",3972,2008-12-09,190,46.8571,1277,85.133,0.85714,1,3,9,16.5,"back","1.3.back"
"419",3972,2009-01-01,213,50.1429,1397,93.133,0.88571,1,3,9,16.5,"back","1.3.back"
"420",3972,2009-01-29,241,54.1429,1470,98,0.88571,1,3,9,16.5,"back","1.3.back"
"421",3972,2009-02-26,269,58.1429,1455,97,0.8,1,3,9,16.5,"back","1.3.back"
"422",3972,2009-03-30,301,62.7143,1489,99.267,0.77143,1,3,9,16.5,"back","1.3.back"
"423",3972,2009-04-23,325,66.1429,1073,71.533,0.77143,1,3,9,16.5,"back","1.3.back"
"424",3976,2008-05-23,-10,18.2857,1326,88.4,NA,1,3,10,24,"back","1.3.back"
"425",3976,2008-06-19,17,22.1429,1241,82.733,0.74286,1,3,10,24,"back","1.3.back"
"426",3976,2008-07-25,53,27.2857,1246,83.067,0.97143,1,3,10,24,"back","1.3.back"
"427",3976,2008-08-18,77,30.7143,1126,75.067,0.85714,1,3,10,24,"back","1.3.back"
"428",3976,2008-09-11,101,34.1429,1362,90.8,0.91429,1,3,10,24,"back","1.3.back"
"429",3976,2008-10-10,130,38.2857,1446,96.4,0.97143,1,3,10,24,"back","1.3.back"
"430",3976,2008-11-06,157,42.1429,1249,83.267,0.91429,1,3,10,24,"back","1.3.back"
"431",3976,2008-12-09,190,46.8571,1324,88.267,0.91429,1,3,10,24,"back","1.3.back"
"432",3976,2009-01-01,213,50.1429,1325,88.333,0.94286,1,3,10,24,"back","1.3.back"
"433",3976,2009-01-29,241,54.1429,1252,83.467,0.82857,1,3,10,24,"back","1.3.back"
"434",3976,2009-02-26,269,58.1429,1411,94.067,0.77143,1,3,10,24,"back","1.3.back"
"435",3976,2009-03-30,301,62.7143,1278,85.2,0.85714,1,3,10,24,"back","1.3.back"
"436",3976,2009-04-23,325,66.1429,1339,89.267,0.82857,1,3,10,24,"back","1.3.back"
"437",3980,2008-05-23,-10,18.2857,1179,78.6,NA,1,3,11,11.5,"back","1.3.back"
"438",3980,2008-06-19,17,22.1429,1326,88.4,0.88571,1,3,11,11.5,"back","1.3.back"
"439",3980,2008-07-25,53,27.2857,1389,92.6,0.94286,1,3,11,11.5,"back","1.3.back"
"440",3980,2008-08-18,77,30.7143,1315,87.667,0.97143,1,3,11,11.5,"back","1.3.back"
"441",3980,2008-09-11,101,34.1429,1154,76.933,0.85714,1,3,11,11.5,"back","1.3.back"
"442",3980,2008-10-10,130,38.2857,1410,94,0.91429,1,3,11,11.5,"back","1.3.back"
"443",3980,2008-11-06,157,42.1429,1241,82.733,0.94286,1,3,11,11.5,"back","1.3.back"
"444",3980,2008-12-09,190,46.8571,1196,79.733,0.77143,1,3,11,11.5,"back","1.3.back"
"445",3980,2009-01-01,213,50.1429,1398,93.2,0.91429,1,3,11,11.5,"back","1.3.back"
"446",3980,2009-01-29,241,54.1429,756,50.4,0.8,1,3,11,11.5,"back","1.3.back"
"447",3980,2009-02-26,269,58.1429,1342,89.467,0.85714,1,3,11,11.5,"back","1.3.back"
"448",3980,2009-03-30,301,62.7143,1342,89.467,0.8,1,3,11,11.5,"back","1.3.back"
"449",3980,2009-04-23,325,66.1429,1062,70.8,0.68571,1,3,11,11.5,"back","1.3.back"
"450",3984,2008-05-23,-10,18.2857,1117,74.467,NA,1,3,12,21.5,"back","1.3.back"
"451",3984,2008-06-19,17,22.1429,1147,76.467,0.6,1,3,12,21.5,"back","1.3.back"
"452",3984,2008-07-25,53,27.2857,1264,84.267,0.97143,1,3,12,21.5,"back","1.3.back"
"453",3984,2008-08-18,77,30.7143,1312,87.467,0.91429,1,3,12,21.5,"back","1.3.back"
"454",3984,2008-09-11,101,34.1429,1290,86,0.94286,1,3,12,21.5,"back","1.3.back"
"455",3984,2008-10-10,130,38.2857,1106,73.733,0.94286,1,3,12,21.5,"back","1.3.back"
"456",3984,2008-11-06,157,42.1429,1221,81.4,0.94286,1,3,12,21.5,"back","1.3.back"
"457",3984,2008-12-09,190,46.8571,1277,85.133,0.88571,1,3,12,21.5,"back","1.3.back"
"458",3984,2009-01-01,213,50.1429,1481,98.733,0.94286,1,3,12,21.5,"back","1.3.back"
"459",3984,2009-01-29,241,54.1429,1397,93.133,0.88571,1,3,12,21.5,"back","1.3.back"
"460",3984,2009-02-26,269,58.1429,1453,96.867,0.8,1,3,12,21.5,"back","1.3.back"
"461",3984,2009-03-30,301,62.7143,1336,89.067,0.85714,1,3,12,21.5,"back","1.3.back"
"462",3984,2009-04-23,325,66.1429,1349,89.933,0.8,1,3,12,21.5,"back","1.3.back"
"463",4029,2008-05-23,-10,18.2857,1069,71.267,NA,1,4,1,19,"front","1.4.front"
"464",4029,2008-06-19,17,22.1429,711,47.4,0.71429,1,4,1,19,"front","1.4.front"
"465",4029,2008-07-25,53,27.2857,1140,76,0.91429,1,4,1,19,"front","1.4.front"
"466",4029,2008-08-18,77,30.7143,1258,83.867,0.94286,1,4,1,19,"front","1.4.front"
"467",4029,2008-09-11,101,34.1429,1532,102.133,0.97143,1,4,1,19,"front","1.4.front"
"468",4029,2008-10-10,130,38.2857,1284,85.6,0.97143,1,4,1,19,"front","1.4.front"
"469",4029,2008-11-06,157,42.1429,732,48.8,0.91429,1,4,1,19,"front","1.4.front"
"470",4029,2008-12-09,190,46.8571,1048,69.867,0.85714,1,4,1,19,"front","1.4.front"
"471",4029,2009-01-01,213,50.1429,1170,78,0.91429,1,4,1,19,"front","1.4.front"
"472",4029,2009-01-29,241,54.1429,1365,91,0.85714,1,4,1,19,"front","1.4.front"
"473",4029,2009-02-26,269,58.1429,1646,109.733,0.88571,1,4,1,19,"front","1.4.front"
"474",4029,2009-03-30,301,62.7143,945,63,0.77143,1,4,1,19,"front","1.4.front"
"475",4029,2009-04-23,325,66.1429,895,59.667,0.85714,1,4,1,19,"front","1.4.front"
"476",4025,2008-05-23,-10,18.2857,933,62.2,NA,1,4,2,24,"front","1.4.front"
"477",4025,2008-06-19,17,22.1429,1009,67.267,0.82857,1,4,2,24,"front","1.4.front"
"478",4025,2008-07-25,53,27.2857,1114,74.267,0.88571,1,4,2,24,"front","1.4.front"
"479",4025,2008-08-18,77,30.7143,1300,86.667,0.94286,1,4,2,24,"front","1.4.front"
"480",4025,2008-09-11,101,34.1429,1265,84.333,0.88571,1,4,2,24,"front","1.4.front"
"481",4025,2008-10-10,130,38.2857,1105,73.667,0.94286,1,4,2,24,"front","1.4.front"
"482",4025,2008-11-06,157,42.1429,802,53.467,0.91429,1,4,2,24,"front","1.4.front"
"483",4025,2008-12-09,190,46.8571,1030,68.667,0.8,1,4,2,24,"front","1.4.front"
"484",4025,2009-01-01,213,50.1429,978,65.2,0.94286,1,4,2,24,"front","1.4.front"
"485",4025,2009-01-29,241,54.1429,776,51.733,0.71429,1,4,2,24,"front","1.4.front"
"486",4025,2009-02-26,269,58.1429,1230,82,0.71429,1,4,2,24,"front","1.4.front"
"487",4025,2009-03-30,301,62.7143,1105,73.667,0.8,1,4,2,24,"front","1.4.front"
"488",4025,2009-04-23,325,66.1429,773,51.533,0.54286,1,4,2,24,"front","1.4.front"
"489",4021,2008-05-23,-10,18.2857,1027,68.467,NA,1,4,3,14,"front","1.4.front"
"490",4021,2008-06-19,17,22.1429,1065,71,0.77143,1,4,3,14,"front","1.4.front"
"491",4021,2008-07-25,53,27.2857,1154,76.933,0.85,1,4,3,14,"front","1.4.front"
"492",4017,2008-05-23,-10,18.2857,1104,73.6,NA,1,4,4,21.5,"front","1.4.front"
"493",4017,2008-06-19,17,22.1429,1014,67.6,0.74286,1,4,4,21.5,"front","1.4.front"
"494",4017,2008-07-25,53,27.2857,1347,89.8,1,1,4,4,21.5,"front","1.4.front"
"495",4017,2008-08-18,77,30.7143,1293,86.2,0.91429,1,4,4,21.5,"front","1.4.front"
"496",4017,2008-09-11,101,34.1429,1211,80.733,1.02857,1,4,4,21.5,"front","1.4.front"
"497",4017,2008-10-10,130,38.2857,1178,78.533,0.82857,1,4,4,21.5,"front","1.4.front"
"498",4017,2008-11-06,157,42.1429,1013,67.533,0.85714,1,4,4,21.5,"front","1.4.front"
"499",4017,2008-12-09,190,46.8571,1129,75.267,0.88571,1,4,4,21.5,"front","1.4.front"
"500",4017,2009-01-01,213,50.1429,1191,79.4,0.91429,1,4,4,21.5,"front","1.4.front"
"501",4017,2009-01-29,241,54.1429,1066,71.067,0.88571,1,4,4,21.5,"front","1.4.front"
"502",4017,2009-02-26,269,58.1429,1325,88.333,0.8,1,4,4,21.5,"front","1.4.front"
"503",4017,2009-03-30,301,62.7143,1004,66.933,0.82857,1,4,4,21.5,"front","1.4.front"
"504",4017,2009-04-23,325,66.1429,932,62.133,0.85714,1,4,4,21.5,"front","1.4.front"
"505",4013,2008-05-23,-10,18.2857,1141,76.067,NA,1,4,5,11.5,"front","1.4.front"
"506",4013,2008-06-19,17,22.1429,1409,93.933,0.94286,1,4,5,11.5,"front","1.4.front"
"507",4013,2008-07-25,53,27.2857,2000,133.333,1.02857,1,4,5,11.5,"front","1.4.front"
"508",4013,2008-08-18,77,30.7143,1599,106.6,0.85714,1,4,5,11.5,"front","1.4.front"
"509",4013,2008-09-11,101,34.1429,1408,93.867,1,1,4,5,11.5,"front","1.4.front"
"510",4013,2008-10-10,130,38.2857,1659,110.6,0.88571,1,4,5,11.5,"front","1.4.front"
"511",4013,2008-11-06,157,42.1429,1468,97.867,0.91429,1,4,5,11.5,"front","1.4.front"
"512",4013,2008-12-09,190,46.8571,1451,96.733,0.88571,1,4,5,11.5,"front","1.4.front"
"513",4013,2009-01-01,213,50.1429,1808,120.533,0.91429,1,4,5,11.5,"front","1.4.front"
"514",4013,2009-01-29,241,54.1429,1629,108.6,0.88571,1,4,5,11.5,"front","1.4.front"
"515",4013,2009-02-26,269,58.1429,1774,118.267,0.85714,1,4,5,11.5,"front","1.4.front"
"516",4013,2009-03-30,301,62.7143,1582,105.467,0.77143,1,4,5,11.5,"front","1.4.front"
"517",4013,2009-04-23,325,66.1429,1524,101.6,0.82857,1,4,5,11.5,"front","1.4.front"
"518",4009,2008-05-23,-10,18.2857,1072,71.467,NA,1,4,6,16.5,"front","1.4.front"
"519",4009,2008-06-19,17,22.1429,1091,72.733,0.82857,1,4,6,16.5,"front","1.4.front"
"520",4009,2008-07-25,53,27.2857,1347,89.8,1,1,4,6,16.5,"front","1.4.front"
"521",4009,2008-08-18,77,30.7143,1248,83.2,1.05714,1,4,6,16.5,"front","1.4.front"
"522",4009,2008-09-11,101,34.1429,1513,100.867,0.97143,1,4,6,16.5,"front","1.4.front"
"523",4009,2008-10-10,130,38.2857,1477,98.467,0.91429,1,4,6,16.5,"front","1.4.front"
"524",4009,2008-11-06,157,42.1429,1253,83.533,0.88571,1,4,6,16.5,"front","1.4.front"
"525",4009,2008-12-09,190,46.8571,1391,92.733,0.88571,1,4,6,16.5,"front","1.4.front"
"526",4009,2009-01-01,213,50.1429,1356,90.4,0.85714,1,4,6,16.5,"front","1.4.front"
"527",4009,2009-01-29,241,54.1429,1415,94.333,0.85714,1,4,6,16.5,"front","1.4.front"
"528",4009,2009-02-26,269,58.1429,1428,95.2,0.8,1,4,6,16.5,"front","1.4.front"
"529",4009,2009-03-30,301,62.7143,1104,73.6,0.8,1,4,6,16.5,"front","1.4.front"
"530",4009,2009-04-23,325,66.1429,1368,91.2,0.77143,1,4,6,16.5,"front","1.4.front"
"531",4005,2008-05-23,-10,18.2857,1208,80.533,NA,1,4,7,24,"back","1.4.back"
"532",4005,2008-06-19,17,22.1429,1083,72.2,0.74286,1,4,7,24,"back","1.4.back"
"533",4005,2008-07-25,53,27.2857,1379,91.933,0.85714,1,4,7,24,"back","1.4.back"
"534",4005,2008-08-18,77,30.7143,1257,83.8,0.91429,1,4,7,24,"back","1.4.back"
"535",4005,2008-09-11,101,34.1429,1327,88.467,0.91429,1,4,7,24,"back","1.4.back"
"536",4005,2008-10-10,130,38.2857,1376,91.733,0.74286,1,4,7,24,"back","1.4.back"
"537",4005,2008-11-06,157,42.1429,1349,89.933,0.85714,1,4,7,24,"back","1.4.back"
"538",4005,2008-12-09,190,46.8571,1386,92.4,0.77143,1,4,7,24,"back","1.4.back"
"539",4005,2009-01-01,213,50.1429,1430,95.333,0.77143,1,4,7,24,"back","1.4.back"
"540",4005,2009-01-29,241,54.1429,1288,85.867,0.88571,1,4,7,24,"back","1.4.back"
"541",4005,2009-02-26,269,58.1429,1530,102,0.82857,1,4,7,24,"back","1.4.back"
"542",4005,2009-03-30,301,62.7143,1144,76.267,0.71429,1,4,7,24,"back","1.4.back"
"543",4005,2009-04-23,325,66.1429,1315,87.667,0.68571,1,4,7,24,"back","1.4.back"
"544",4001,2008-05-23,-10,18.2857,1520,101.333,NA,1,4,8,19,"back","1.4.back"
"545",4001,2008-06-19,17,22.1429,978,65.2,0.82857,1,4,8,19,"back","1.4.back"
"546",4001,2008-07-25,53,27.2857,1449,96.6,0.85714,1,4,8,19,"back","1.4.back"
"547",4001,2008-08-18,77,30.7143,1172,78.133,0.88571,1,4,8,19,"back","1.4.back"
"548",4001,2008-09-11,101,34.1429,1398,93.2,0.85714,1,4,8,19,"back","1.4.back"
"549",4001,2008-10-10,130,38.2857,985,65.667,0.94286,1,4,8,19,"back","1.4.back"
