"","subj","trial","condition","word","color","RT"
"37760",3,22,"Incongruent","green","blue",467
"37761",3,23,"Congruent","blue","blue",336
"37762",3,24,"Congruent","green","green",476
"37763",3,25,"Incongruent","blue","red",493
"37766",3,28,"Incongruent","green","red",1636
"37767",3,29,"Incongruent","red","blue",556
"37768",3,30,"Incongruent","green","blue",329
"37769",3,31,"Congruent","blue","blue",276
"37770",3,32,"Incongruent","red","blue",308
"37771",3,33,"Incongruent","green","blue",447
"37772",3,34,"Congruent","red","red",521
"37773",3,35,"Congruent","red","red",366
"37774",3,36,"Incongruent","red","green",664
"37775",3,37,"Congruent","green","green",393
"37776",3,38,"Incongruent","red","green",379
"37777",3,39,"Incongruent","blue","red",726
"37778",3,40,"Congruent","blue","blue",414
"37780",3,42,"Incongruent","red","blue",543
"37781",3,43,"Congruent","red","red",562
"37782",3,44,"Incongruent","blue","red",413
"37783",3,45,"Incongruent","green","red",378
"37784",3,46,"Incongruent","green","blue",557
"37785",3,47,"Incongruent","blue","green",404
"37786",3,48,"Incongruent","blue","green",492
"37788",3,50,"Incongruent","blue","red",757
"37789",3,51,"Incongruent","red","blue",619
"37790",3,52,"Incongruent","red","green",610
"37791",3,53,"Congruent","green","green",502
"37792",3,54,"Incongruent","green","red",543
"37793",3,55,"Congruent","green","green",663
"37794",3,56,"Incongruent","green","red",402
"37795",3,57,"Incongruent","green","blue",566
"37796",3,58,"Congruent","red","red",511
"37797",3,59,"Incongruent","red","green",526
"37798",3,60,"Incongruent","blue","red",735
"37800",3,62,"Congruent","blue","blue",467
"37801",4,0,"Incongruent","blue","green",1334
"37802",4,1,"Congruent","blue","blue",471
"37803",4,2,"Incongruent","blue","red",583
"37804",4,3,"Congruent","red","red",494
"37805",4,4,"Incongruent","green","red",481
"37806",4,5,"Incongruent","red","blue",529
"37807",4,6,"Incongruent","green","blue",401
"37808",4,7,"Incongruent","red","blue",464
"37809",4,8,"Incongruent","green","red",378
"37810",4,9,"Incongruent","blue","red",494
"37811",4,10,"Incongruent","red","green",531
"37812",4,11,"Congruent","blue","blue",615
"37813",4,12,"Congruent","red","red",482
"37814",4,13,"Incongruent","green","blue",497
"37815",4,14,"Congruent","green","green",465
"37816",4,15,"Incongruent","blue","green",921
"37817",4,16,"Congruent","red","red",701
"37818",4,17,"Incongruent","green","blue",509
"37819",4,18,"Incongruent","red","blue",414
"37820",4,19,"Incongruent","blue","red",624
"37821",4,20,"Incongruent","red","green",671
"37822",4,21,"Congruent","green","green",494
"37823",4,22,"Incongruent","green","red",853
"37824",4,23,"Incongruent","blue","red",474
"37825",4,24,"Congruent","blue","blue",679
"37826",4,25,"Congruent","red","red",563
"37827",4,26,"Incongruent","blue","green",579
"37828",4,27,"Incongruent","green","red",528
"37829",4,28,"Congruent","blue","blue",441
"37830",4,29,"Congruent","green","green",487
"37832",4,31,"Incongruent","blue","red",719
"37833",4,32,"Incongruent","red","blue",1001
"37834",4,33,"Incongruent","green","red",784
"37835",4,34,"Congruent","red","red",550
"37836",4,35,"Incongruent","blue","green",929
"37837",4,36,"Incongruent","green","blue",549
"37838",4,37,"Incongruent","green","blue",455
"37839",4,38,"Incongruent","red","blue",479
"37840",4,39,"Incongruent","red","green",643
"37841",4,40,"Incongruent","blue","red",580
"37842",4,41,"Congruent","green","green",662
"37843",4,42,"Congruent","blue","blue",457
"37844",4,43,"Congruent","green","green",493
"37845",4,44,"Incongruent","blue","green",562
"37846",4,45,"Incongruent","green","red",582
"37847",4,46,"Incongruent","red","green",630
"37848",4,47,"Incongruent","red","blue",624
"37849",4,48,"Congruent","green","green",506
"37850",4,49,"Incongruent","green","blue",673
"37851",4,50,"Incongruent","red","green",718
"37852",4,51,"Incongruent","blue","green",554
"37853",4,52,"Congruent","green","green",521
"37854",4,53,"Incongruent","red","green",579
"37855",4,54,"Congruent","blue","blue",615
"37856",4,55,"Congruent","red","red",516
"37857",4,56,"Congruent","red","red",560
"37858",4,57,"Congruent","blue","blue",504
"37859",4,58,"Incongruent","blue","red",718
"37860",4,59,"Incongruent","blue","green",681
"37861",4,60,"Incongruent","red","blue",457
"37862",4,61,"Incongruent","green","red",577
"37863",4,62,"Incongruent","green","blue",719
"37865",5,1,"Incongruent","red","green",782
"37866",5,2,"Incongruent","blue","green",808
"37867",5,3,"Congruent","green","green",519
"37868",5,4,"Incongruent","blue","green",495
"37869",5,5,"Incongruent","green","red",569
"37870",5,6,"Congruent","blue","blue",431
"37872",5,8,"Congruent","blue","blue",760
"37873",5,9,"Congruent","red","red",674
"37874",5,10,"Incongruent","blue","red",673
"37875",5,11,"Incongruent","red","blue",664
"37876",5,12,"Incongruent","green","blue",545
"37877",5,13,"Incongruent","red","blue",495
"37878",5,14,"Congruent","green","green",552
"37879",5,15,"Congruent","blue","blue",559
"37880",5,16,"Incongruent","red","green",571
"37881",5,17,"Incongruent","blue","green",531
"37882",5,18,"Congruent","red","red",746
"37883",5,19,"Incongruent","red","green",729
"37884",5,20,"Incongruent","green","blue",600
"37885",5,21,"Incongruent","green","blue",461
"37886",5,22,"Congruent","green","green",586
"37887",5,23,"Congruent","green","green",536
"37888",5,24,"Incongruent","blue","red",706
"37889",5,25,"Incongruent","green","red",457
"37890",5,26,"Incongruent","red","green",672
"37891",5,27,"Incongruent","blue","green",489
"37892",5,28,"Incongruent","red","blue",626
"37893",5,29,"Congruent","blue","blue",440
"37894",5,30,"Congruent","green","green",585
"37895",5,31,"Incongruent","green","red",760
"37896",5,32,"Congruent","blue","blue",659
"37897",5,33,"Incongruent","blue","red",536
"37898",5,34,"Congruent","red","red",394
"37899",5,35,"Incongruent","red","blue",543
"37900",5,36,"Incongruent","blue","red",625
"37901",5,37,"Incongruent","blue","green",684
"37902",5,38,"Incongruent","red","green",546
"37903",5,39,"Incongruent","green","blue",585
"37904",5,40,"Incongruent","green","red",594
"37905",5,41,"Congruent","red","red",481
"37906",5,42,"Incongruent","blue","green",646
"37907",5,43,"Incongruent","green","red",626
"37908",5,44,"Incongruent","blue","red",602
"37909",5,45,"Incongruent","red","blue",658
"37910",5,46,"Congruent","green","green",608
"37911",5,47,"Congruent","red","red",666
"37912",5,48,"Incongruent","red","green",682
"37913",5,49,"Incongruent","green","blue",649
"37914",5,50,"Incongruent","green","red",641
"37915",5,51,"Congruent","green","green",631
"37916",5,52,"Congruent","blue","blue",528
"37917",5,53,"Incongruent","blue","red",605
"37918",5,54,"Incongruent","red","green",559
"37919",5,55,"Incongruent","blue","green",499
"37920",5,56,"Congruent","red","red",535
"37921",5,57,"Congruent","red","red",578
"37922",5,58,"Incongruent","green","blue",602
"37923",5,59,"Incongruent","blue","red",720
"37924",5,60,"Incongruent","green","red",720
"37925",5,61,"Congruent","blue","blue",597
"37926",5,62,"Incongruent","red","blue",456
"37927",6,0,"Incongruent","blue","red",1919
"37928",6,1,"Incongruent","green","red",1750
"37929",6,2,"Incongruent","green","blue",607
"37930",6,3,"Congruent","blue","blue",363
"37931",6,4,"Congruent","red","red",473
"37932",6,5,"Incongruent","red","blue",633
"37933",6,6,"Incongruent","blue","red",517
"37934",6,7,"Congruent","red","red",529
"37935",6,8,"Incongruent","red","blue",562
"37936",6,9,"Incongruent","red","green",559
"37937",6,10,"Incongruent","blue","green",658
"37938",6,11,"Incongruent","green","red",815
"37939",6,12,"Congruent","green","green",560
"37940",6,13,"Incongruent","green","blue",555
"37941",6,14,"Congruent","blue","blue",509
"37942",6,15,"Incongruent","green","red",541
"37943",6,16,"Incongruent","blue","red",587
"37944",6,17,"Incongruent","red","blue",501
"37945",6,18,"Congruent","red","red",558
"37946",6,19,"Incongruent","blue","red",561
"37947",6,20,"Incongruent","blue","green",568
"37948",6,21,"Congruent","green","green",386
"37949",6,22,"Incongruent","green","blue",556
"37950",6,23,"Incongruent","green","red",480
"37951",6,24,"Incongruent","red","green",414
"37952",6,25,"Incongruent","red","green",424
"37953",6,26,"Congruent","green","green",566
"37954",6,27,"Congruent","red","red",602
"37955",6,28,"Congruent","blue","blue",556
"37956",6,29,"Incongruent","red","blue",1104
"37957",6,30,"Incongruent","blue","green",632
"37958",6,31,"Congruent","blue","blue",581
"37959",6,32,"Incongruent","green","blue",552
"37960",6,33,"Congruent","red","red",633
"37961",6,34,"Incongruent","blue","green",584
"37962",6,35,"Incongruent","green","red",722
"37963",6,36,"Congruent","green","green",508
"37964",6,37,"Incongruent","blue","red",655
"37965",6,38,"Incongruent","red","green",531
"37966",6,39,"Congruent","blue","blue",417
"37967",6,40,"Incongruent","blue","red",533
"37968",6,41,"Congruent","green","green",568
"37969",6,42,"Incongruent","red","green",431
"37970",6,43,"Congruent","red","red",490
"37971",6,44,"Incongruent","blue","green",525
"37972",6,45,"Incongruent","red","green",666
"37973",6,46,"Incongruent","green","blue",772
"37974",6,47,"Incongruent","blue","green",556
"37975",6,48,"Incongruent","red","blue",679
"37976",6,49,"Incongruent","green","red",355
"37977",6,50,"Incongruent","green","red",338
"37978",6,51,"Incongruent","blue","red",383
"37979",6,52,"Congruent","blue","blue",517
"37980",6,53,"Incongruent","green","blue",607
"37981",6,54,"Congruent","red","red",555
"37982",6,55,"Incongruent","red","blue",692
"37983",6,56,"Incongruent","red","blue",401
"37984",6,57,"Congruent","green","green",508
"37985",6,58,"Incongruent","blue","green",467
"37986",6,59,"Congruent","green","green",436
"37987",6,60,"Incongruent","green","blue",709
"37988",6,61,"Congruent","blue","blue",417
"37989",6,62,"Incongruent","red","green",498
"37990",7,0,"Incongruent","blue","red",2241
"37991",7,1,"Congruent","red","red",713
"37992",7,2,"Incongruent","blue","green",731
"37993",7,3,"Incongruent","green","red",542
"37994",7,4,"Congruent","blue","blue",693
"37995",7,5,"Congruent","green","green",499
"37996",7,6,"Incongruent","red","green",817
"37997",7,7,"Incongruent","red","blue",742
"37998",7,8,"Congruent","green","green",564
"37999",7,9,"Incongruent","green","blue",1594
"38000",7,10,"Congruent","blue","blue",567
"38001",7,11,"Incongruent","green","red",601
"38002",7,12,"Incongruent","red","blue",733
"38003",7,13,"Incongruent","green","blue",789
"38004",7,14,"Incongruent","blue","red",820
"38005",7,15,"Incongruent","blue","green",741
"38006",7,16,"Incongruent","red","green",622
"38007",7,17,"Incongruent","red","blue",644
"38008",7,18,"Congruent","red","red",524
"38009",7,19,"Congruent","blue","blue",641
"38010",7,20,"Incongruent","blue","green",451
"38011",7,21,"Incongruent","blue","red",596
"38012",7,22,"Incongruent","green","blue",8936
"38013",7,23,"Incongruent","green","blue",560
"38014",7,24,"Incongruent","red","blue",479
"38015",7,25,"Congruent","blue","blue",498
"38016",7,26,"Incongruent","red","blue",467
"38017",7,27,"Incongruent","red","green",532
"38018",7,28,"Congruent","red","red",630
"38019",7,29,"Congruent","blue","blue",507
"38020",7,30,"Congruent","green","green",414
"38021",7,31,"Incongruent","green","red",893
"38022",7,32,"Incongruent","green","blue",463
"38023",7,33,"Congruent","red","red",598
"38024",7,34,"Congruent","green","green",395
"38025",7,35,"Incongruent","blue","red",460
"38026",7,36,"Incongruent","green","red",590
"38027",7,37,"Incongruent","green","red",593
"38028",7,38,"Incongruent","blue","red",549
"38029",7,39,"Incongruent","red","green",503
"38030",7,40,"Congruent","red","red",483
"38031",7,41,"Incongruent","blue","red",563
"38032",7,42,"Congruent","red","red",433
"38033",7,43,"Congruent","blue","blue",492
"38034",7,44,"Incongruent","blue","green",546
"38035",7,45,"Incongruent","green","red",519
"38036",7,46,"Incongruent","red","green",662
"38037",7,47,"Congruent","green","green",710
"38038",7,48,"Incongruent","blue","red",488
"38039",7,49,"Incongruent","red","blue",408
"38040",7,50,"Incongruent","blue","green",384
"38042",7,52,"Congruent","red","red",902
"38043",7,53,"Congruent","green","green",627
"38044",7,54,"Incongruent","red","green",596
"38045",7,55,"Incongruent","blue","green",538
"38046",7,56,"Incongruent","green","blue",637
"38047",7,57,"Congruent","blue","blue",1041
"38048",7,58,"Incongruent","green","red",1407
"38049",7,59,"Incongruent","green","blue",817
"38050",7,60,"Incongruent","red","green",1106
"38051",7,61,"Congruent","green","green",570
"38052",7,62,"Incongruent","red","blue",430
"38053",8,0,"Congruent","red","red",1225
"38054",8,1,"Congruent","blue","blue",633
"38055",8,2,"Incongruent","green","red",1507
"38056",8,3,"Incongruent","green","blue",896
"38057",8,4,"Incongruent","red","blue",586
"38058",8,5,"Incongruent","blue","red",590
"38059",8,6,"Incongruent","blue","green",690
"38060",8,7,"Incongruent","red","blue",624
"38061",8,8,"Congruent","green","green",580
"38062",8,9,"Incongruent","blue","red",568
"38063",8,10,"Congruent","red","red",418
"38064",8,11,"Incongruent","green","blue",813
"38065",8,12,"Incongruent","green","red",647
"38066",8,13,"Incongruent","green","red",618
"38067",8,14,"Congruent","blue","blue",692
"38068",8,15,"Incongruent","green","blue",364
"38069",8,16,"Incongruent","red","blue",418
"38070",8,17,"Incongruent","red","green",639
"38071",8,18,"Incongruent","blue","green",446
"38072",8,19,"Congruent","green","green",472
"38073",8,20,"Incongruent","blue","red",687
"38074",8,21,"Incongruent","red","green",639
"38075",8,22,"Congruent","red","red",640
"38076",8,23,"Incongruent","blue","green",633
"38077",8,24,"Congruent","blue","blue",579
"38078",8,25,"Congruent","red","red",623
"38079",8,26,"Congruent","blue","blue",673
"38080",8,27,"Incongruent","red","blue",615
"38081",8,28,"Incongruent","green","blue",434
"38082",8,29,"Incongruent","blue","red",597
"38083",8,30,"Congruent","green","green",431
"38084",8,31,"Incongruent","green","red",472
"38085",8,32,"Incongruent","green","blue",775
"38086",8,33,"Congruent","blue","blue",513
"38087",8,34,"Incongruent","blue","red",618
"38088",8,35,"Incongruent","red","green",814
"38089",8,36,"Congruent","red","red",536
"38090",8,37,"Incongruent","blue","green",501
"38091",8,38,"Incongruent","red","blue",440
"38092",8,39,"Incongruent","green","red",558
"38094",8,41,"Incongruent","green","red",491
"38095",8,42,"Congruent","green","green",494
"38096",8,43,"Congruent","green","green",526
"38097",8,44,"Incongruent","green","blue",487
"38098",8,45,"Incongruent","blue","red",511
"38099",8,46,"Incongruent","red","green",387
"38100",8,47,"Incongruent","blue","green",608
"38101",8,48,"Incongruent","red","blue",405
"38102",8,49,"Congruent","red","red",492
"38103",8,50,"Incongruent","green","red",397
"38104",8,51,"Incongruent","red","green",655
"38105",8,52,"Incongruent","blue","green",504
"38106",8,53,"Congruent","green","green",401
"38107",8,54,"Congruent","green","green",415
"38108",8,55,"Incongruent","blue","red",636
"38109",8,56,"Congruent","blue","blue",585
"38110",8,57,"Congruent","blue","blue",428
"38111",8,58,"Incongruent","green","blue",350
"38112",8,59,"Congruent","red","red",578
"38113",8,60,"Incongruent","red","green",519
"38114",8,61,"Incongruent","blue","green",567
"38117",9,1,"Incongruent","blue","green",1440
"38119",9,3,"Congruent","blue","blue",858
"38120",9,4,"Congruent","red","red",716
"38121",9,5,"Congruent","green","green",733
"38123",9,7,"Incongruent","red","blue",1263
"38124",9,8,"Incongruent","blue","red",1835
"38125",9,9,"Incongruent","red","green",1158
"38126",9,10,"Congruent","red","red",1169
"38127",9,11,"Incongruent","red","green",939
"38128",9,12,"Congruent","blue","blue",616
"38129",9,13,"Incongruent","green","red",1418
"38130",9,14,"Incongruent","green","blue",812
"38131",9,15,"Incongruent","red","blue",1159
"38132",9,16,"Incongruent","green","red",728
"38133",9,17,"Incongruent","red","blue",677
"38134",9,18,"Congruent","red","red",662
"38135",9,19,"Incongruent","blue","red",682
"38136",9,20,"Congruent","red","red",688
"38137",9,21,"Incongruent","green","blue",738
"38138",9,22,"Congruent","blue","blue",482
"38139",9,23,"Incongruent","green","red",623
"38140",9,24,"Incongruent","red","blue",512
"38141",9,25,"Incongruent","green","blue",429
"38142",9,26,"Incongruent","blue","green",627
"38143",9,27,"Congruent","green","green",428
"38144",9,28,"Congruent","green","green",368
"38145",9,29,"Congruent","blue","blue",690
"38146",9,30,"Incongruent","green","blue",423
"38147",9,31,"Incongruent","blue","red",615
"38148",9,32,"Incongruent","red","green",582
"38149",9,33,"Incongruent","blue","green",705
"38150",9,34,"Incongruent","red","blue",567
"38151",9,35,"Incongruent","blue","green",588
"38152",9,36,"Incongruent","green","red",629
"38153",9,37,"Congruent","red","red",419
"38154",9,38,"Incongruent","blue","red",680
"38155",9,39,"Congruent","red","red",488
"38156",9,40,"Congruent","green","green",673
"38157",9,41,"Congruent","blue","blue",431
"38158",9,42,"Incongruent","red","green",400
"38159",9,43,"Incongruent","blue","green",507
"38160",9,44,"Incongruent","red","green",566
"38161",9,45,"Incongruent","blue","red",671
"38162",9,46,"Incongruent","red","blue",398
"38163",9,47,"Congruent","green","green",523
"38164",9,48,"Incongruent","green","red",605
"38165",9,49,"Incongruent","blue","red",552
"38166",9,50,"Congruent","blue","blue",389
"38167",9,51,"Incongruent","green","red",539
"38168",9,52,"Incongruent","green","blue",478
"38169",9,53,"Congruent","green","green",519
"38170",9,54,"Incongruent","blue","green",480
"38171",9,55,"Congruent","red","red",496
"38172",9,56,"Incongruent","green","blue",657
"38173",9,57,"Incongruent","red","blue",422
"38174",9,58,"Incongruent","red","green",594
"38175",9,59,"Incongruent","red","green",473
"38176",9,60,"Incongruent","blue","green",394
"38177",9,61,"Congruent","green","green",403
"38178",9,62,"Congruent","blue","blue",542
"38179",10,0,"Incongruent","blue","red",1320
"38180",10,1,"Incongruent","green","red",429
"38181",10,2,"Congruent","green","green",680
"38182",10,3,"Congruent","red","red",591
"38183",10,4,"Incongruent","blue","green",551
"38185",10,6,"Incongruent","red","blue",543
"38186",10,7,"Incongruent","red","green",483
"38187",10,8,"Incongruent","green","blue",488
"38189",10,10,"Incongruent","green","red",655
"38190",10,11,"Congruent","red","red",400
"38191",10,12,"Incongruent","green","blue",519
"38192",10,13,"Incongruent","red","green",440
"38193",10,14,"Congruent","blue","blue",382
"38194",10,15,"Incongruent","red","blue",463
"38195",10,16,"Congruent","blue","blue",360
"38196",10,17,"Incongruent","blue","red",597
"38197",10,18,"Congruent","green","green",516
"38198",10,19,"Incongruent","green","blue",409
"38199",10,20,"Incongruent","green","red",447
"38200",10,21,"Incongruent","blue","green",490
"38201",10,22,"Congruent","red","red",434
"38202",10,23,"Incongruent","red","green",485
"38203",10,24,"Incongruent","red","blue",449
"38204",10,25,"Incongruent","red","blue",418
"38205",10,26,"Incongruent","green","blue",423
"38206",10,27,"Congruent","green","green",713
"38207",10,28,"Incongruent","blue","red",466
"38210",10,31,"Congruent","red","red",528
"38211",10,32,"Incongruent","green","red",390
"38212",10,33,"Incongruent","blue","red",448
"38213",10,34,"Congruent","green","green",634
"38214",10,35,"Congruent","blue","blue",625
"38215",10,36,"Incongruent","green","blue",562
"38216",10,37,"Congruent","red","red",745
"38217",10,38,"Incongruent","red","green",601
"38218",10,39,"Congruent","blue","blue",418
"38219",10,40,"Congruent","red","red",505
"38220",10,41,"Incongruent","blue","green",558
"38221",10,42,"Incongruent","blue","green",472
"38222",10,43,"Incongruent","red","green",456
"38223",10,44,"Incongruent","red","blue",513
"38224",10,45,"Incongruent","blue","red",519
"38225",10,46,"Incongruent","green","red",480
"38226",10,47,"Congruent","green","green",616
"38227",10,48,"Congruent","green","green",462
"38229",10,50,"Congruent","red","red",608
"38230",10,51,"Congruent","blue","blue",476
"38231",10,52,"Incongruent","green","blue",416
"38232",10,53,"Incongruent","red","blue",384
"38233",10,54,"Incongruent","red","green",517
"38234",10,55,"Incongruent","red","blue",591
"38235",10,56,"Incongruent","blue","green",544
"38236",10,57,"Incongruent","red","green",528
"38237",10,58,"Incongruent","blue","green",418
"38238",10,59,"Congruent","blue","blue",610
"38239",10,60,"Congruent","green","green",584
"38240",10,61,"Incongruent","green","red",552
"38242",12,0,"Incongruent","green","red",960
"38243",12,1,"Congruent","red","red",404
"38244",12,2,"Incongruent","green","blue",621
"38245",12,3,"Incongruent","red","blue",434
"38246",12,4,"Incongruent","blue","green",507
"38247",12,5,"Incongruent","red","green",382
"38248",12,6,"Congruent","green","green",412
"38249",12,7,"Congruent","green","green",436
"38250",12,8,"Incongruent","blue","green",412
"38251",12,9,"Incongruent","red","green",385
"38252",12,10,"Congruent","green","green",392
"38253",12,11,"Congruent","blue","blue",529
"38254",12,12,"Incongruent","blue","red",906
"38255",12,13,"Congruent","blue","blue",621
"38256",12,14,"Incongruent","red","green",455
"38257",12,15,"Incongruent","green","blue",546
"38258",12,16,"Incongruent","green","red",365
"38259",12,17,"Incongruent","red","blue",705
"38260",12,18,"Congruent","blue","blue",475
"38261",12,19,"Congruent","red","red",594
"38262",12,20,"Incongruent","green","blue",782
"38263",12,21,"Incongruent","blue","red",521
"38264",12,22,"Incongruent","red","blue",570
"38265",12,23,"Incongruent","red","blue",466
"38266",12,24,"Incongruent","blue","green",731
"38267",12,25,"Incongruent","green","blue",667
"38268",12,26,"Congruent","blue","blue",438
"38269",12,27,"Incongruent","green","blue",406
"38270",12,28,"Incongruent","blue","green",884
"38271",12,29,"Congruent","blue","blue",713
"38272",12,30,"Incongruent","red","green",855
"38273",12,31,"Incongruent","red","blue",625
"38274",12,32,"Congruent","green","green",983
"38275",12,33,"Incongruent","red","green",444
"38276",12,34,"Incongruent","blue","red",700
"38277",12,35,"Congruent","green","green",578
"38278",12,36,"Incongruent","red","blue",872
"38279",12,37,"Congruent","red","red",593
"38280",12,38,"Incongruent","blue","green",664
"38281",12,39,"Incongruent","green","red",759
"38282",12,40,"Incongruent","green","red",518
"38283",12,41,"Congruent","red","red",531
"38284",12,42,"Incongruent","red","green",557
"38285",12,43,"Incongruent","blue","green",597
"38286",12,44,"Incongruent","blue","red",683
"38287",12,45,"Incongruent","green","red",615
"38288",12,46,"Congruent","green","green",470
"38289",12,47,"Incongruent","blue","red",531
"38290",12,48,"Congruent","red","red",624
"38291",12,49,"Incongruent","green","blue",525
"38292",12,50,"Congruent","blue","blue",662
"38293",12,51,"Congruent","red","red",538
"38294",12,52,"Incongruent","blue","red",406
"38296",12,54,"Incongruent","red","blue",653
"38297",12,55,"Incongruent","green","red",754
"38298",12,56,"Incongruent","red","green",560
"38299",12,57,"Congruent","red","red",588
"38300",12,58,"Incongruent","blue","green",710
"38301",12,59,"Congruent","green","green",1895
"38302",12,60,"Incongruent","blue","red",763
"38303",12,61,"Incongruent","green","red",459
"38304",12,62,"Incongruent","green","blue",455
"38305",13,0,"Incongruent","red","blue",1161
"38306",13,1,"Incongruent","green","blue",525
"38307",13,2,"Incongruent","blue","red",1000
"38308",13,3,"Congruent","blue","blue",522
"38309",13,4,"Incongruent","red","blue",597
"38311",13,6,"Incongruent","red","green",607
"38312",13,7,"Incongruent","green","blue",426
"38313",13,8,"Incongruent","blue","green",490
"38314",13,9,"Congruent","blue","blue",395
"38315",13,10,"Incongruent","green","red",445
"38316",13,11,"Congruent","green","green",515
"38317",13,12,"Congruent","red","red",537
"38318",13,13,"Incongruent","blue","red",456
"38319",13,14,"Congruent","blue","blue",509
"38320",13,15,"Incongruent","green","red",481
"38321",13,16,"Incongruent","red","blue",560
"38322",13,17,"Incongruent","red","green",605
"38323",13,18,"Congruent","green","green",497
"38324",13,19,"Incongruent","blue","green",443
"38325",13,20,"Incongruent","green","blue",475
"38326",13,21,"Incongruent","red","blue",503
"38327",13,22,"Incongruent","blue","green",549
"38328",13,23,"Congruent","blue","blue",389
"38329",13,24,"Incongruent","green","red",426
"38330",13,25,"Congruent","red","red",497
"38331",13,26,"Incongruent","green","blue",541
"38333",13,28,"Congruent","green","green",527
"38334",13,29,"Incongruent","blue","green",358
"38335",13,30,"Congruent","green","green",349
"38336",13,31,"Incongruent","blue","red",635
"38337",13,32,"Incongruent","red","green",781
"38338",13,33,"Incongruent","red","blue",615
"38339",13,34,"Congruent","blue","blue",564
"38340",13,35,"Incongruent","green","blue",447
"38341",13,36,"Incongruent","red","blue",429
"38342",13,37,"Incongruent","red","green",518
"38343",13,38,"Incongruent","green","blue",400
"38344",13,39,"Congruent","blue","blue",366
"38345",13,40,"Congruent","red","red",539
"38346",13,41,"Incongruent","blue","green",523
"38347",13,42,"Congruent","green","green",521
"38348",13,43,"Incongruent","green","red",486
"38349",13,44,"Congruent","blue","blue",378
"38350",13,45,"Incongruent","blue","green",485
"38351",13,46,"Incongruent","blue","red",513
"38352",13,47,"Congruent","red","red",506
"38353",13,48,"Incongruent","green","red",420
"38354",13,49,"Incongruent","blue","red",362
"38355",13,50,"Incongruent","red","green",576
"38356",13,51,"Congruent","green","green",476
"38357",13,52,"Incongruent","blue","red",515
"38358",13,53,"Incongruent","red","green",477
"38359",13,54,"Incongruent","green","red",590
"38360",13,55,"Incongruent","green","blue",397
"38361",13,56,"Congruent","red","red",533
"38362",13,57,"Incongruent","blue","red",405
"38363",13,58,"Incongruent","red","blue",664
"38364",13,59,"Congruent","red","red",564
"38365",13,60,"Incongruent","blue","green",584
"38366",13,61,"Congruent","green","green",521
"38367",13,62,"Incongruent","green","red",533
"38368",14,0,"Incongruent","green","red",1739
"38369",14,1,"Incongruent","red","green",656
"38370",14,2,"Incongruent","red","blue",400
"38371",14,3,"Congruent","red","red",361
"38372",14,4,"Congruent","blue","blue",465
"38373",14,5,"Incongruent","green","blue",505
"38374",14,6,"Incongruent","blue","red",443
"38375",14,7,"Incongruent","green","red",921
"38376",14,8,"Congruent","blue","blue",613
"38377",14,9,"Incongruent","blue","red",525
"38378",14,10,"Congruent","red","red",431
"38379",14,11,"Incongruent","blue","green",588
"38380",14,12,"Congruent","green","green",542
"38381",14,13,"Incongruent","red","green",712
"38382",14,14,"Incongruent","red","blue",481
"38383",14,15,"Incongruent","blue","red",416
"38384",14,16,"Incongruent","green","blue",579
"38385",14,17,"Incongruent","red","blue",403
"38386",14,18,"Congruent","red","red",420
"38387",14,19,"Incongruent","green","red",380
"38388",14,20,"Congruent","blue","blue",479
"38389",14,21,"Congruent","red","red",472
"38390",14,22,"Incongruent","blue","red",457
"38391",14,23,"Incongruent","green","red",595
"38392",14,24,"Incongruent","green","blue",431
"38393",14,25,"Congruent","green","green",502
"38394",14,26,"Incongruent","red","blue",457
"38395",14,27,"Congruent","red","red",295
"38396",14,28,"Incongruent","blue","green",531
"38397",14,29,"Incongruent","red","green",505
"38398",14,30,"Congruent","green","green",515
"38399",14,31,"Incongruent","blue","red",397
"38401",14,33,"Incongruent","green","red",874
"38402",14,34,"Congruent","blue","blue",455
"38403",14,35,"Incongruent","red","green",607
"38404",14,36,"Congruent","green","green",427
"38405",14,37,"Incongruent","green","red",553
"38406",14,38,"Incongruent","green","blue",652
"38407",14,39,"Incongruent","green","blue",401
"38408",14,40,"Incongruent","blue","green",468
"38409",14,41,"Congruent","green","green",360
"38410",14,42,"Congruent","red","red",439
"38411",14,43,"Congruent","blue","blue",504
"38412",14,44,"Incongruent","red","blue",371
"38413",14,45,"Incongruent","red","blue",355
"38414",14,46,"Incongruent","blue","red",600
"38415",14,47,"Incongruent","green","blue",477
"38416",14,48,"Incongruent","red","green",493
"38417",14,49,"Incongruent","blue","green",486
"38418",14,50,"Incongruent","red","green",751
"38419",14,51,"Incongruent","green","red",549
"38420",14,52,"Incongruent","blue","green",569
"38421",14,53,"Congruent","green","green",485
"38422",14,54,"Congruent","blue","blue",502
"38423",14,55,"Congruent","red","red",381
"38424",14,56,"Congruent","green","green",757
"38425",14,57,"Incongruent","blue","green",456
"38426",14,58,"Incongruent","blue","red",541
"38427",14,59,"Incongruent","red","blue",416
"38428",14,60,"Congruent","blue","blue",395
"38429",14,61,"Incongruent","red","green",450
"38431",16,0,"Incongruent","green","blue",1324
"38432",16,1,"Incongruent","blue","green",604
"38433",16,2,"Congruent","green","green",571
"38434",16,3,"Incongruent","red","green",973
"38435",16,4,"Incongruent","red","green",702
"38436",16,5,"Congruent","blue","blue",572
"38437",16,6,"Congruent","green","green",559
"38438",16,7,"Incongruent","blue","green",919
