Season,Basin,Name,Wind1,Wind2,Wind3,Wind4,Speeds
1988,SI,Calidero,62,62,62,62,Medi
1988,SI,Doaza,72,72,72,72,Medi
1988,SI,Filao,72,72,72,72,Medi
1988,SI,Frederic,85,80,80,70,Medi
1988,SI,Gasitao,92,82,82,82,Medi
1988,SI,GWENDA/EZENI,100,95,90,85,High
1988,SI,hely,52,44,44,44,Low
1988,SI,herbie,50,50,45,45,Low
1988,SI,iarisena,36,36,36,36,Low
1988,SP,agi,60,60,55,55,Low
1988,SP,ANNE,100,95,95,90,High
1988,SP,Bola,90,90,90,90,Medi
1988,SP,Charlie,80,80,80,70,Medi
1988,SP,Cilla,65,65,60,60,Medi
1988,SP,dovi,60,60,60,60,Low
1988,WP,agnes,50,50,50,45,Low
1988,WP,bill,45,45,45,45,Low
1988,WP,clara,40,40,40,40,Low
1988,WP,Doyle,90,90,90,90,Medi
1988,WP,elsie(2),45,45,45,45,Low
1988,WP,fabian,60,60,60,60,Low
1988,WP,gay,40,40,40,40,Low
1988,WP,Hal,85,85,85,80,Medi
1988,WP,irma,55,50,45,45,Low
1988,WP,jeff,45,45,45,45,Low
1988,WP,kit,55,55,55,50,Low
1988,WP,lee,50,45,45,45,Low
1988,WP,mimie,45,45,45,45,Low
1988,WP,NELSON,100,100,100,100,High
1988,WP,Odessa,70,70,70,70,Medi
1988,WP,pat,60,60,55,55,Low
1988,WP,Roy,85,85,85,85,Medi
1988,WP,Ruby,75,75,75,75,Medi
1988,WP,Skip,80,80,75,75,Medi
1988,WP,Susan,65,65,65,60,Medi
1988,WP,tess,60,55,55,55,Low
1988,WP,Thad,70,70,70,70,Medi
1988,WP,ts1007,45,45,45,40,Low
1988,WP,val,45,45,45,40,Low
1988,WP,vanessa,55,55,55,55,Low
1988,WP,Warren,90,90,90,85,Medi
1989,EP,adolph,55,55,50,50,Low
1989,EP,Barbara,70,70,65,65,Medi
1989,EP,Cosme,75,70,70,65,Medi
1989,EP,Dalilia,80,80,75,75,Medi
1989,EP,erick,35,35,35,30,Low
1989,EP,flossie,35,35,35,35,Low
1989,EP,Gil,75,75,75,70,Medi
1989,EP,henriette,45,45,45,40,Low
1989,EP,ISMAEL,105,100,100,95,High
1989,EP,juliette,55,55,50,50,Low
1989,EP,KIKO,105,100,100,85,High
1989,EP,Lorena,65,65,60,60,Medi
1989,EP,manuel,40,40,40,35,Low
1989,EP,narda,45,45,45,45,Low
1989,EP,OCTAVE,115,110,110,105,High
1989,EP,priscilla,55,55,50,50,Low
1989,EP,RAYMOND,125,125,120,115,High
1989,NA,allison,45,45,40,40,Low
1989,NA,barry,45,45,45,40,Low
1989,NA,Chantal,70,70,70,65,Medi
1989,NA,Dean,90,90,85,85,Medi
1989,NA,Erin,90,90,90,90,Medi
1989,NA,Felix,75,75,75,70,Medi
1989,NA,GABRIELLE,125,125,125,125,High
1989,NA,HUGO,140,135,130,130,High
1989,NA,iris,60,60,55,50,Low
1989,NA,Jerry,75,75,70,65,Medi
1989,NA,karen,50,50,45,45,Low
1989,SI,adelinina,36,36,36,36,Low
1989,SI,Calasanjy,72,72,72,62,Medi
1989,SI,dona,28,28,28,28,Low
1989,SI,edme,52,44,36,36,Low
1989,SI,Firinga,72,72,62,62,Medi
1989,SI,gizela,52,52,52,52,Low
1989,SI,iana,44,36,36,36,Low
1989,SI,Ilona,80,80,80,80,Medi
1989,SI,jinaro,62,62,62,52,Low
1989,SI,john,40,40,40,40,Low
1989,SI,Kirrily,80,80,75,70,Medi
1989,SI,Krisy,82,82,72,72,Medi
1989,SI,Leon/Hanitra,72,72,72,72,Medi
1989,SI,lezissy,44,44,44,44,Low
1989,SI,marcia,35,35,35,35,Low
1989,SI,NED,100,100,100,95,High
1989,SI,ORSON,130,130,130,130,High
1989,SP,AIVU,110,110,105,95,High
1989,SP,delilah,60,60,60,60,Low
1989,SP,ernie,45,45,40,40,Low
1989,SP,eseta,55,50,50,50,Low
1989,SP,fili,50,50,50,50,Low
1989,SP,gina,45,45,45,40,Low
1989,SP,HARRY,110,110,100,100,High
1989,SP,Hinano,65,65,65,65,Medi
1989,SP,Ivy,75,75,75,70,Medi
1989,SP,Judy,70,65,60,60,Medi
1989,SP,kerry,50,50,50,50,Low
1989,SP,Lili,80,80,80,80,Medi
1989,SP,meena,50,40,40,40,Low
1989,WP,ANDY,100,100,100,100,High
1989,WP,ANGELA,95,95,95,95,High
1989,WP,brenda,65,60,60,55,Low
1989,WP,brian,65,60,60,55,Low
1989,WP,cecil,60,60,60,55,Low
1989,WP,Collen,80,80,80,80,Medi
1989,WP,Dan,75,75,70,70,Medi
1989,WP,Dot,80,80,80,75,Medi
1989,WP,ellis,50,45,40,40,Low
1989,WP,ELSIE,100,100,100,95,High
1989,WP,faye,55,50,50,45,Low
1989,WP,Forrest,85,85,85,85,Medi
1989,WP,gay,65,60,55,45,Low
1989,WP,GORDON,100,100,95,95,High
1989,WP,hope,45,45,45,45,Low
1989,WP,Hunt,75,75,75,75,Medi
1989,WP,IRMA,95,95,95,90,High
1989,WP,irving,55,55,55,50,Low
1989,WP,JACK,95,95,90,90,High
1989,WP,Judy,85,85,85,85,Medi
1989,WP,ken/lola,55,55,50,50,Low
1989,WP,Mac,80,80,80,80,Medi
1989,WP,Nancy,70,70,70,70,Medi
1989,WP,Owen,75,75,75,75,Medi
1989,WP,peggy,35,35,35,35,Low
1989,WP,roger,55,55,55,55,Low
1989,WP,Sarah(-)1,80,80,75,75,Medi
1989,WP,tip,50,50,50,50,Low
1989,WP,ts0826,35,35,35,35,Low
1989,WP,vera,55,55,50,50,Low
1989,WP,Wayne,70,65,60,60,Medi
1989,WP,winona,35,35,35,35,Low
1990,EP,aka,55,55,50,50,Low
1990,EP,Alma,75,70,70,65,Medi
1990,EP,Boris,80,80,75,75,Medi
1990,EP,cristina,55,55,55,50,Low
1990,EP,douglas,55,55,55,55,Low
1990,EP,Elida,70,70,70,70,Medi
1990,EP,Fausto,75,75,75,75,Medi
1990,EP,Genevieve,90,85,85,85,Medi
1990,EP,HERNAN,135,135,130,130,High
1990,EP,ISELLE,105,105,105,100,High
1990,EP,JULIO,100,100,100,100,High
1990,EP,Kenna,75,75,70,70,Medi
1990,EP,Lowell,65,65,65,65,Medi
1990,EP,MARIE,120,120,120,115,High
1990,EP,Norbert,70,65,65,65,Medi
1990,EP,ODILE,125,125,125,125,High
1990,EP,polo,65,65,55,50,Low
1990,EP,rachel,55,55,55,50,Low
1990,EP,simon,60,60,60,60,Low
1990,EP,TRUDY,135,130,130,125,High
1990,EP,Vance,85,85,85,85,Medi
1990,NA,arthur,60,60,50,50,Low
1990,NA,Bertha,70,70,65,65,Medi
1990,NA,cesar,45,45,45,45,Low
1990,NA,Diana,85,85,75,65,Medi
1990,NA,edouard,40,40,40,35,Low
1990,NA,fran,35,35,35,35,Low
1990,NA,GUSTAV,105,100,100,100,High
1990,NA,hortense,55,55,55,55,Low
1990,NA,Isidore,85,80,80,80,Medi
1990,NA,Josephine,75,70,70,70,Medi
1990,NA,Klaus,70,70,65,60,Medi
1990,NA,Lili,65,65,65,65,Medi
1990,NA,marco,55,50,50,45,Low
1990,NA,Nana,75,75,75,70,Medi
1990,SI,ALEX,120,120,115,110,High
1990,SI,Alibera,72,72,72,72,Medi
1990,SI,bessi,40,40,40,40,Low
1990,SI,cezera,52,52,52,52,Low
1990,SI,Dety,72,72,72,72,Medi
1990,SI,Edisoana,72,72,72,72,Medi
1990,SI,felana,36,36,36,36,Low
1990,SI,hanta,36,36,36,36,Low
1990,SI,ikonjo,52,52,52,44,Low
1990,SI,pedro,60,60,55,55,Low
1990,SI,rosita,45,45,45,40,Low
1990,SI,Sam,70,70,70,70,Medi
1990,SI,tina,50,50,50,50,Low
1990,SI,Vincent,70,70,70,65,Medi
1990,SI,Walter,92,82,82,72,Medi
1990,SP,Felicity,75,65,65,60,Medi
1990,SP,greg,40,40,35,35,Low
1990,SP,hilda,60,60,50,50,Low
1990,SP,Ivor,90,80,75,75,Medi
1990,SP,nancy,60,55,50,50,Low
1990,SP,OFA,100,100,100,100,High
1990,SP,Peni,65,65,65,65,Medi
1990,SP,rae,50,50,50,45,Low
1990,WP,Abe,75,75,75,75,Medi
1990,WP,Becky,70,70,70,70,Medi
1990,WP,Dot(-)1,75,75,75,70,Medi
1990,WP,Ed,70,70,70,70,Medi
1990,WP,FLO,120,120,115,115,High
1990,WP,Gene,80,80,75,75,Medi
1990,WP,Hattie,80,80,80,80,Medi
1990,WP,ira,35,35,35,35,Low
1990,WP,koryn,55,55,55,55,Low
1990,WP,Kyle,75,75,75,75,Medi
1990,WP,lewis,35,35,35,35,Low
1990,WP,lola,35,35,35,35,Low
1990,WP,Marian,70,70,70,65,Medi
1990,WP,MIKE,100,100,100,100,High
1990,WP,nathan,55,55,55,50,Low
1990,WP,nell,50,50,40,40,Low
1990,WP,Ofelia,65,65,60,60,Medi
1990,WP,OWEN,95,95,90,90,High
1990,WP,PAGE,105,105,105,100,High
1990,WP,Percy,80,80,80,80,Medi
1990,WP,robyn,45,45,45,45,Low
1990,WP,RUSS,100,100,95,95,High
1990,WP,Steve,85,85,85,85,Medi
1990,WP,tasha,55,55,55,55,Low
1990,WP,Vernon,75,75,75,70,Medi
1990,WP,winona,60,60,55,55,Low
1990,WP,Yancy,80,80,75,70,Medi
1990,WP,Zola,75,75,70,70,Medi
1991,EP,andres,55,55,55,55,Low
1991,EP,blanca,55,50,50,45,Low
1991,EP,CARLOS,105,100,100,100,High
1991,EP,Delores,75,75,75,70,Medi
1991,EP,enrique,65,60,60,55,Low
1991,EP,FEFA,105,105,100,95,High
1991,EP,Guillermo,70,70,70,70,Medi
1991,EP,hilda,55,55,50,50,Low
1991,EP,ignacio,55,55,50,50,Low
1991,EP,JIMENA,115,115,115,115,High
1991,EP,KEVIN,125,120,120,120,High
1991,EP,LINDA,105,100,100,95,High
1991,EP,Marty,70,70,70,65,Medi
1991,EP,Nora,90,90,90,85,Medi
1991,NA,ana,45,45,45,45,Low
1991,NA,BOB,100,95,95,90,High
1991,NA,CLAUDETTE,115,115,110,105,High
1991,NA,danny,45,45,45,45,Low
1991,NA,erika,50,50,50,50,Low
1991,NA,fabian,40,40,40,40,Low
1991,NA,Grace,90,85,75,75,Medi
1991,SI,alison,20,20,20,20,Low
1991,SI,Bella,85,85,82,82,Medi
1991,SI,chris,60,55,55,55,Low
1991,SI,cynthia,67,53,53,41,Low
1991,SI,daphne,60,60,60,55,Low
1991,SI,Debra,62,62,62,56,Medi
1991,SI,Elma,70,70,65,65,Medi
1991,SI,Errol,90,90,90,85,Medi
1991,SI,Fatima,72,72,72,62,Medi
1991,SI,fifi,60,60,60,60,Low
1991,SI,g19091,28,28,24,24,Low
1991,SI,gritelle,44,44,44,41,Low
1991,SI,hsk0491,28,28,28,28,Low
1991,SI,laurence,35,35,35,35,Low
1991,SI,MARIAN,100,100,100,95,High
1991,SP,Joy,90,90,90,90,Medi
1991,SP,kelvin,60,60,55,55,Low
1991,SP,lisa,60,60,60,60,Low
1991,SP,Sina,75,75,75,75,Medi
1991,WP,Amy,95,90,90,85,Medi
1991,WP,brendan,60,60,60,60,Low
1991,WP,Caitlin,80,80,80,80,Medi
1991,WP,Ellie,70,70,70,70,Medi
1991,WP,Fred,75,75,75,70,Medi
1991,WP,gladys,60,60,60,60,Low
1991,WP,harry,40,40,40,40,Low
1991,WP,IVY,95,95,95,95,High
1991,WP,joel,45,45,45,45,Low
1991,WP,Kinna,80,80,80,80,Medi
1991,WP,luke,55,55,55,55,Low
1991,WP,MIREILLE,100,100,100,100,High
1991,WP,Nat,80,80,80,80,Medi
1991,WP,ORCHID,95,95,95,95,High
1991,WP,PAT,95,95,95,95,High
1991,WP,RUTH,115,115,115,115,High
1991,WP,SETH,100,100,100,100,High
1991,WP,sharon,50,50,50,50,Low
1991,WP,td0827,35,35,35,35,Low
1991,WP,thelma,40,40,40,40,Low
1991,WP,Tim,65,65,65,65,Medi
1991,WP,vanessa,45,45,40,40,Low
1991,WP,verne,55,55,55,55,Low
1991,WP,WALT,100,100,100,100,High
1991,WP,wilda,45,45,40,40,Low
1991,WP,Yunya,80,80,75,75,Medi
1991,WP,YURI,120,120,115,115,High
1991,WP,Zeke,65,65,65,60,Medi
1991,WP,zelda,60,60,60,60,Low
1992,EP,agatha,60,60,60,60,Low
1992,EP,blas,35,35,35,30,Low
1992,EP,CELIA,125,125,125,120,High
1992,EP,DARBY,105,100,100,95,High
1992,EP,EKEKA,100,100,90,90,High
1992,EP,ESTELLE,120,115,115,115,High
1992,EP,FRANK,125,125,120,120,High
1992,EP,GEORGETTE,95,95,95,95,High
1992,EP,hali,45,40,40,35,Low
1992,EP,howard,55,55,55,50,Low
1992,EP,INIKI,125,120,115,115,High
1992,EP,isis,55,55,55,55,Low
1992,EP,Javier,70,70,65,65,Medi
1992,EP,kay,45,45,45,45,Low
1992,EP,Lester,70,70,65,65,Medi
1992,EP,madeline,45,45,45,40,Low
1992,EP,newton,45,45,45,45,Low
1992,EP,ORLENE,125,125,125,125,High
1992,EP,Paine,65,65,65,65,Medi
1992,EP,Roslyn,85,80,75,75,Medi
1992,EP,Seymour,75,70,70,70,Medi
1992,EP,TINA,130,130,130,130,High
1992,EP,VIRGIL,115,110,100,100,High
1992,EP,WINIFRED,100,95,95,90,High
1992,EP,xavier,40,35,35,30,Low
1992,EP,yolanda,55,55,55,55,Low
1992,EP,zeke,45,40,40,35,Low
1992,NA,ANDREW,150,145,145,145,High
1992,NA,BONNIE,95,95,95,90,High
1992,NA,CHARLEY,95,95,90,90,High
1992,NA,danielle,55,55,55,45,Low
1992,NA,earl,55,55,50,50,Low
1992,NA,Frances,75,75,70,70,Medi
1992,NI,FORREST,102,102,102,102,High
1992,SI,a39192,28,28,28,28,Low
1992,SI,alexandra,56,52,52,52,Low
1992,SI,bryna,39,36,36,36,Low
1992,SI,celesta,43,43,41,36,Low
1992,SI,davilia,39,39,36,36,Low
1992,SI,elizabetha,35,35,35,29,Low
1992,SI,Farida,82,82,82,77,Medi
1992,SI,gerda,35,35,35,31,Low
1992,SI,GRAHAM,110,110,110,110,High
1992,SI,h19192,31,31,31,31,Low
1992,SI,HEATHER,105,105,105,100,High
1992,SI,hsk0292,28,28,28,28,Low
1992,SI,hsk0491,36,36,36,33,Low
1992,SI,IAN,105,105,100,100,High
1992,SI,JANE/IRNA,110,110,110,110,High
1992,SI,NEVILLE,110,105,100,100,High
1992,SP,arthur,50,50,50,50,Low
1992,SP,Betsy,90,90,90,90,Medi
1992,SP,cliff,55,55,55,55,Low
1992,SP,Daman,70,70,70,70,Medi
1992,SP,ESAU,100,100,95,95,High
1992,SP,FRAN,110,110,110,100,High
1992,SP,gene,50,50,50,50,Low
1992,SP,hettie,45,45,45,45,Low
1992,SP,innis,50,50,50,50,Low
1992,SP,mark,55,50,50,50,Low
1992,SP,Tia,75,75,75,70,Medi
1992,SP,Val,90,90,90,90,Medi
1992,SP,Wasa,90,90,90,90,Medi
1992,WP,Angela,65,65,65,65,Medi
1992,WP,axel,55,55,50,50,Low
1992,WP,Bobbie,90,90,90,90,Medi
1992,WP,Brian,80,80,80,75,Medi
1992,WP,Chuck,70,70,65,65,Medi
1992,WP,colleen,55,55,55,55,Low
1992,WP,Dan,90,90,85,85,Medi
1992,WP,Eli,70,60,60,60,Medi
1992,WP,ELSIE,100,100,100,100,High
1992,WP,faye,35,35,35,35,Low
1992,WP,forrest,45,45,45,45,Low
1992,WP,gary,55,55,50,50,Low
1992,WP,GAY,110,110,110,105,High
1992,WP,helen,40,40,35,35,Low
1992,WP,Hunt,90,90,90,90,Medi
1992,WP,irving,55,55,55,55,Low
1992,WP,JANIS,95,95,90,90,High
1992,WP,KENT,95,95,95,90,High
1992,WP,lois,35,35,35,35,Low
1992,WP,mark,45,45,45,45,Low
1992,WP,nina,35,35,35,35,Low
1992,WP,OMAR,100,100,100,100,High
1992,WP,polly(3),55,55,55,55,Low
1992,WP,Ryan,85,85,85,85,Medi
1992,WP,Sibyl,85,85,85,85,Medi
1992,WP,ted,50,50,50,50,Low
1992,WP,val,45,45,45,45,Low
1992,WP,Ward,85,85,80,80,Medi
1992,WP,YVETTE,100,100,100,100,High
1992,WP,zack,40,40,40,35,Low
1993,EP,Adrian,75,75,70,70,Medi
1993,EP,beatriz,55,50,45,40,Low
1993,EP,CALVIN,95,90,90,90,High
1993,EP,DORA,115,115,115,115,High
1993,EP,EUGENE,110,110,105,105,High
1993,EP,FERNANDA,125,125,125,120,High
1993,EP,GREG,115,115,115,115,High
1993,EP,HILARY,105,105,100,100,High
1993,EP,irwin,60,55,45,35,Low
1993,EP,JOVA,115,115,110,100,High
1993,EP,KENNETH,130,125,125,125,High
1993,EP,KEONI,115,115,115,115,High
1993,EP,LIDIA,130,125,115,115,High
1993,EP,max,40,40,35,35,Low
1993,EP,norma,45,45,40,40,Low
1993,NA,arlene,35,35,35,35,Low
1993,NA,bret,50,50,50,50,Low
1993,NA,cindy,40,35,35,35,Low
1993,NA,dennis,45,45,45,45,Low
1993,NA,EMILY,100,100,100,100,High
1993,NA,Floyd,70,70,70,65,Medi
1993,NA,harvey,65,60,55,50,Low
1993,SI,aviona,40,40,40,37,Low
1993,SI,babie,37,37,37,37,Low
1993,SI,c39293,37,33,33,30,Low
1993,SI,Colina,72,72,72,72,Medi
1993,SI,dessilia,50,43,40,37,Low
1993,SI,EDWINA,93,93,93,93,High
1993,SI,finella,44,44,39,37,Low
1993,SI,gracia,37,30,27,23,Low
1993,SI,h19293,30,28,27,27,Low
1993,SI,hsk0493,28,28,27,27,Low
1993,SI,hutelle,27,27,23,23,Low
1993,SI,ionia,34,34,34,33,Low
1993,SI,Jourdanne,90,90,83,83,Medi
1993,SI,ken,40,40,40,40,Low
1993,SI,Konita,70,70,63,63,Medi
1993,SI,lena,55,55,55,55,Low
1993,SI,monty,60,60,55,55,Low
1993,SP,adel,65,60,55,50,Low
1993,SP,joni,50,45,40,40,Low
1993,SP,mick,40,35,30,30,Low
1993,SP,Nina,80,80,80,75,Medi
1993,SP,nisha,55,50,45,40,Low
1993,SP,oli,40,40,35,35,Low
1993,SP,OLIVER,100,100,100,100,High
1993,SP,Polly,85,80,80,80,Medi
1993,SP,prema,60,55,40,35,Low
1993,SP,roger,60,60,55,50,Low
1993,WP,Abe,85,85,80,80,Medi
1993,WP,becky,55,55,50,50,Low
1993,WP,Cecil,80,80,80,80,Medi
1993,WP,Dot,70,70,65,60,Medi
1993,WP,ED,100,100,100,100,High
1993,WP,Flo,65,65,60,60,Medi
1993,WP,gene,35,35,35,35,Low
1993,WP,hattie,50,50,45,45,Low
1993,WP,Ira,80,80,80,80,Medi
1993,WP,irma,50,50,50,50,Low
1993,WP,jeana,45,45,45,45,Low
1993,WP,KORYN,105,105,105,105,High
1993,WP,Kyle,70,70,65,65,Medi
1993,WP,lewis,60,60,55,55,Low
1993,WP,Lola,80,75,75,75,Medi
1993,WP,Manny,75,75,75,65,Medi
1993,WP,nathan,55,55,55,55,Low
1993,WP,nell,60,60,60,60,Low
1993,WP,ofelia,45,45,45,45,Low
1993,WP,percy,60,60,60,60,Low
1993,WP,Robyn,85,85,85,85,Medi
1993,WP,steve,55,55,55,55,Low
1993,WP,Tasha,65,65,65,60,Medi
1993,WP,Vernon,70,70,70,70,Medi
1993,WP,winona,40,40,40,40,Low
1993,WP,YANCY,95,95,95,95,High
1993,WP,zola,50,50,50,50,Low
1994,EP,aletta,45,45,45,40,Low
1994,EP,bud,40,40,35,35,Low
1994,EP,Carlotta,90,90,90,90,Medi
1994,EP,daniel,55,55,55,55,Low
1994,EP,EMILIA,140,135,135,135,High
1994,EP,fabio,40,35,35,35,Low
1994,EP,GILMA,140,140,140,135,High
1994,EP,hector,55,50,50,45,Low
1994,EP,Ileana,65,65,60,60,Medi
1994,EP,JOHN,150,150,145,140,High
1994,EP,Kristy,90,90,85,80,Medi
1994,EP,LANE,115,115,115,110,High
1994,EP,li,65,60,60,55,Low
1994,EP,mele,35,35,35,35,Low
1994,EP,miriam,40,40,35,35,Low
1994,EP,nona,35,30,30,30,Low
1994,EP,norman,35,35,35,35,Low
1994,EP,OLIVIA,130,125,120,115,High
1994,EP,paul,40,40,40,35,Low
1994,EP,Rosa,90,90,90,85,Medi
1994,NA,alberto,55,55,50,45,Low
1994,NA,beryl,50,50,50,45,Low
1994,NA,Chris,70,70,70,70,Medi
1994,NA,debby,60,55,55,50,Low
1994,NA,ernesto,50,50,45,45,Low
1994,NA,FLORENCE,95,95,90,85,High
1994,NA,Gordon,75,70,70,65,Medi
1994,SI,alexina,46,46,44,42,Low
1994,SI,bettina,60,60,58,52,Low
1994,SI,cecilia,55,55,55,55,Low
1994,SI,Daisy,85,80,75,70,Medi
1994,SI,edmea,52,52,50,50,Low
1994,SI,GERALDA,110,110,110,105,High
1994,SI,Hollanda,85,85,80,80,Medi
1994,SI,Ivy,75,75,75,70,Medi
1994,SI,julita,30,30,28,28,Low
1994,SI,kelvina,45,45,45,45,Low
1994,SI,LITANNE,105,105,105,100,High
1994,SI,mariola,62,62,58,58,Low
1994,SI,NADIA,95,95,95,90,High
1994,SI,Naomi,80,80,70,70,Medi
1994,SI,ODILLE,95,95,90,90,High
1994,SI,oscar,35,35,35,35,Low
1994,SI,Pearl/Farah,85,85,85,80,Medi
1994,SI,Quenton,80,80,80,80,Medi
1994,SI,SHARON,105,105,95,95,High
1994,SI,tim,35,35,35,35,Low
1994,SI,Vivienne,85,85,80,80,Medi
1994,SI,willy,50,50,50,50,Low
1994,SP,REWA,110,110,110,110,High
1994,SP,sadie,45,45,45,40,Low
1994,SP,sarah,60,60,60,55,Low
1994,SP,THEODORE,115,110,105,100,High
1994,SP,usha,30,30,30,30,Low
1994,WP,amy,45,40,40,35,Low
1994,WP,Axel,85,85,80,80,Medi
1994,WP,bobbie,50,50,50,50,Low
1994,WP,brendan,45,45,40,40,Low
1994,WP,caitlin,45,45,45,40,Low
1994,WP,DOUS,100,100,100,95,High
1994,WP,Ellie,70,70,70,70,Medi
1994,WP,FRED,100,100,100,100,High
1994,WP,Gladys,80,80,80,80,Medi
1994,WP,harry,45,45,45,45,Low
1994,WP,Ivy,75,75,70,70,Medi
1994,WP,joel,45,45,45,40,Low
1994,WP,Kinna,75,75,75,75,Medi
1994,WP,luke,45,45,45,40,Low
1994,WP,MELISSA,110,110,105,100,High
1994,WP,nat,40,40,40,40,Low
1994,WP,ORCHID,100,100,100,100,High
1994,WP,owen,60,60,55,55,Low
1994,WP,Page,70,70,70,70,Medi
1994,WP,Pat,70,70,70,70,Medi
1994,WP,russ(-)1,50,50,50,50,Low
1994,WP,Ruth,70,70,70,70,Medi
1994,WP,SETH,110,110,105,105,High
1994,WP,sharon,40,40,35,35,Low
1994,WP,Teresa,80,80,80,75,Medi
1994,WP,TIM,95,95,95,95,High
1994,WP,vanessa,40,40,40,40,Low
1994,WP,Verne,80,80,80,80,Medi
1994,WP,WALT,100,100,100,100,High
1994,WP,Wilda,90,90,90,85,Medi
1994,WP,yunya,45,45,40,40,Low
1994,WP,yuri,40,40,40,35,Low
1994,WP,zeke,50,50,50,45,Low
1994,WP,ZELDA,105,105,105,105,High
1995,EP,ADOLPH,115,110,110,100,High
1995,EP,BARBARA,120,120,120,115,High
1995,EP,Cosme,65,65,65,60,Medi
1995,EP,dalila,55,55,50,50,Low
1995,EP,erick,55,55,50,50,Low
1995,EP,Flossie,70,70,70,70,Medi
1995,EP,gil,55,55,55,55,Low
1995,EP,Henriette,85,80,80,75,Medi
1995,EP,Ismael,70,70,70,70,Medi
1995,EP,JULIETTE,130,130,120,120,High
1995,NA,Allison,65,65,65,60,Medi
1995,NA,barry,60,60,60,55,Low
1995,NA,chantal,60,60,60,55,Low
1995,NA,dean,40,40,35,30,Low
1995,NA,Erin,85,80,75,75,Medi
1995,NA,FELIX,120,115,115,110,High
1995,NA,gabrielle,60,60,55,50,Low
1995,NA,HUMBERTO,95,90,90,90,High
1995,NA,Iris,95,90,90,85,Medi
1995,NA,jerry,35,35,35,35,Low
1995,NA,karen,45,45,45,45,Low
1995,NA,LUIS,120,120,120,120,High
1995,NA,MARILYN,100,100,100,95,High
1995,NA,Noel,65,65,65,65,Medi
1995,NA,OPAL,130,130,110,110,High
1995,NA,pablo,50,50,50,45,Low
1995,NA,ROXANNE,100,100,100,95,High
1995,NA,sebastien,55,50,45,45,Low
1995,NA,Tanya,75,75,75,75,Medi
1995,SI,a19495,30,30,28,28,Low
1995,SI,ALBERTINE,95,95,90,90,High
1995,SI,ANNETTE,100,100,100,100,High
1995,SI,bentha,45,45,45,45,Low
1995,SI,BOBBY,105,100,100,95,High
1995,SI,CHLOE,120,120,120,120,High
1995,SI,christelle,45,45,45,40,Low
1995,SI,DORINA,95,95,95,90,High
1995,SI,fodah,55,55,50,50,Low
1995,SI,Gail,65,65,65,60,Medi
1995,SI,heida,40,40,35,35,Low
1995,SI,Ingrid,80,80,80,75,Medi
1995,SI,josta,58,58,58,55,Low
1995,SI,kylie,45,45,45,42,Low
1995,SI,lidy,30,30,30,30,Low
1995,SI,MARLENE,100,100,100,95,High
1995,SP,AGNES,100,100,95,90,High
1995,SP,vania,55,55,55,50,Low
1995,SP,Violet,85,80,80,75,Medi
1995,SP,Warren,80,75,60,50,Medi
1995,SP,william,60,55,55,55,Low
1995,WP,ANGELA,115,115,115,110,High
1995,WP,brian,40,40,35,35,Low
1995,WP,chuck,35,35,35,35,Low
1995,WP,dan,55,55,55,55,Low
1995,WP,deanna,40,40,40,40,Low
1995,WP,Faye,75,75,75,70,Medi
1995,WP,gary,55,55,50,50,Low
1995,WP,helen,50,50,50,45,Low
1995,WP,irving,45,45,45,45,Low
1995,WP,janis,45,45,45,40,Low
1995,WP,Kent,85,85,85,85,Medi
1995,WP,lois,50,50,50,50,Low
1995,WP,Mark,65,65,65,55,Medi
1995,WP,nina,40,35,35,35,Low
1995,WP,OSCAR,100,100,100,100,High
1995,WP,Polly,75,75,75,75,Medi
1995,WP,Ryan,85,85,85,85,Medi
1995,WP,sibyl,50,50,50,50,Low
1995,WP,ted,50,50,45,45,Low
1995,WP,val,40,40,40,40,Low
1995,WP,Ward,85,85,85,85,Medi
1995,WP,yvette,50,40,40,35,Low
1995,WP,Zack,90,90,85,85,Medi
1996,EP,Alma,90,90,90,85,Medi
1996,EP,Boris,80,80,65,65,Medi
1996,EP,cristina,60,60,55,45,Low
1996,EP,DOUGLAS,115,115,115,115,High
1996,EP,elida,55,55,50,50,Low
1996,EP,FAUSTO,105,105,100,95,High
1996,EP,genevieve,45,45,45,45,Low
1996,EP,Hernan,75,70,65,65,Medi
1996,NA,arthur,45,45,45,45,Low
1996,NA,BERTHA,100,100,90,90,High
1996,NA,Cesar,75,70,70,70,Medi
1996,NA,Dolly,70,65,65,60,Medi
1996,NA,EDOUARD,125,125,125,125,High
1996,NA,FRAN,105,105,105,105,High
1996,NA,gustav,40,40,40,40,Low
1996,NA,HORTENSE,120,115,115,115,High
1996,NA,ISIDORE,100,100,95,95,High
1996,NA,josephine,60,60,60,60,Low
1996,NA,kyle,45,45,45,35,Low
1996,NA,LILI,100,90,90,85,High
1996,NA,Marco,65,65,60,60,Medi
1996,SI,b29596,30,30,30,30,Low
1996,SI,BONITA,100,100,95,90,High
1996,SI,DARYL/AGNIEL,95,92,90,90,High
1996,SI,doloresse,52,52,50,45,Low
1996,SI,Edwige,80,80,80,70,Medi
1996,SI,emma,40,40,35,35,Low
1996,SI,Flossy,80,80,80,80,Medi
1996,SI,FRANK,95,95,95,90,High
1996,SI,Gertie,75,75,75,75,Medi
1996,SI,guylianne,35,35,35,35,Low
1996,SI,Hansella,65,65,65,65,Medi
