ID,shape,color,area,conv
3788,square,black,39,1
3789,square,black,15,0
3790,square,black,13,1
3791,square,black,4,0
3792,square,black,20,0
3793,square,black,25,1
3794,square,black,41,0
3795,square,black,3,0
3796,square,black,5,0
3797,square,black,3,0
3798,square,black,25,0
3799,square,black,39,1
3800,square,black,10,0
3801,square,black,74,1
3802,square,black,21,1
3803,square,black,50,0
3804,square,black,27,1
3805,square,black,31,1
3806,square,black,18,1
3807,square,black,46,1
3808,square,black,32,0
3809,square,black,33,0
3810,square,black,58,1
3811,square,black,29,1
3812,square,black,63,0
3813,square,black,22,1
3814,square,black,12,0
3815,square,black,43,0
3816,square,black,10,0
3817,square,black,3,0
3818,square,black,11,1
3819,square,black,29,1
3820,square,black,19,0
3821,square,black,25,0
3822,square,black,34,1
3823,square,black,17,0
3824,square,black,60,0
3825,square,black,42,0
3826,square,black,31,1
3827,square,black,23,1
3828,square,black,3,0
3829,square,black,37,0
3830,square,black,53,1
3831,square,black,32,1
3832,square,black,33,1
3833,square,black,48,1
3834,square,black,26,1
3835,square,black,35,1
3836,square,black,17,0
3837,square,black,29,1
3838,square,black,66,1
3839,square,black,15,0
3840,square,black,76,0
3841,square,black,10,0
3842,square,black,33,0
3843,square,black,32,1
3844,square,black,33,0
3845,square,black,22,0
3846,square,black,15,1
3847,square,black,44,1
3848,square,black,33,0
3849,square,black,5,0
3850,square,black,51,0
3851,square,black,40,0
3852,square,black,54,1
3853,square,black,3,0
3854,square,black,17,0
3855,square,black,24,1
3856,square,black,3,0
3857,square,black,11,1
3858,square,black,84,0
3859,square,black,65,1
3860,square,black,37,0
3861,square,black,45,1
3862,square,black,27,0
3863,square,black,19,0
3864,square,black,59,1
3865,square,black,34,1
3866,square,black,36,0
3867,square,black,68,0
3868,square,black,52,0
3869,square,black,8,0
3870,square,black,84,0
3871,square,black,25,0
3872,square,black,37,0
3873,square,black,48,0
3874,square,black,33,1
3875,square,black,19,0
3876,square,black,9,0
3877,square,black,58,0
3878,square,black,24,0
3879,square,black,44,0
3880,square,black,52,0
3881,square,black,18,0
3882,square,black,54,1
3883,square,black,46,0
3884,square,black,60,1
3885,square,black,25,1
3886,square,black,34,1
3887,square,black,22,0
3888,square,black,51,1
3889,square,black,3,0
3890,square,black,19,0
3891,square,black,45,1
3892,square,black,37,1
3893,square,black,3,1
3894,square,black,48,1
3895,square,black,32,0
3896,square,black,12,1
3897,square,black,3,0
3898,square,black,55,0
3899,square,black,36,0
3900,square,black,46,1
3901,square,black,55,1
3902,square,black,14,1
3903,square,black,26,0
3904,square,black,6,0
3905,square,black,12,0
3906,square,black,30,1
3907,square,black,39,0
3908,square,black,20,1
3909,square,black,30,1
3910,square,black,10,0
3911,square,black,25,1
3912,square,black,6,0
3913,square,black,21,1
3914,square,black,48,0
3915,square,black,3,0
3916,square,black,11,1
3917,square,black,22,1
3918,square,black,17,1
3919,square,black,34,1
3920,square,black,55,1
3921,square,black,13,0
3922,square,black,38,0
3923,square,black,24,1
3924,square,black,27,0
3925,square,black,24,1
3926,square,black,26,1
3927,square,black,22,1
3928,square,black,57,0
3929,square,black,33,1
3930,square,black,36,0
3931,square,black,32,1
3932,square,black,7,0
3933,square,black,62,0
3934,square,black,21,1
3935,square,black,23,1
3936,square,black,68,1
3937,square,black,3,0
3938,square,black,30,1
3939,square,black,32,0
3940,square,black,7,1
3941,square,black,35,0
3942,square,black,35,0
3943,square,black,39,1
3944,square,black,26,1
3945,square,black,13,0
3946,square,black,3,0
3947,square,black,13,0
3948,square,black,37,1
3949,square,black,31,0
3950,square,black,27,1
3951,square,black,30,0
3952,square,black,31,0
3953,square,black,34,0
3954,square,black,15,0
3955,square,black,5,1
3956,square,black,41,0
3957,square,black,14,0
3958,square,black,27,1
3959,square,black,53,0
3960,square,black,45,1
3961,square,black,40,0
3962,square,black,69,0
3963,square,black,33,0
3964,square,black,53,0
3965,square,black,89,1
3966,square,black,10,0
3967,square,black,24,1
3968,square,black,44,0
3969,square,black,44,1
3970,square,black,21,0
3971,square,black,24,0
3972,square,black,23,0
3973,square,black,34,1
3974,square,black,33,0
3975,square,black,46,1
3976,square,black,56,0
3977,square,black,28,1
3978,square,black,33,1
3979,square,black,30,1
3980,square,black,30,0
3981,square,black,21,1
3982,square,black,70,1
3983,square,black,63,1
3984,square,black,19,1
3985,square,black,61,1
3986,square,black,10,1
3987,square,black,26,1
3988,square,black,14,0
3989,square,black,27,1
3990,square,black,5,0
3991,square,black,55,0
3992,square,black,59,0
3993,square,black,57,1
3994,square,black,32,1
3995,square,black,62,1
3996,square,black,27,0
3997,square,black,45,1
3998,square,black,29,1
3999,square,black,34,1
4000,square,black,25,1
4001,square,black,75,1
4002,square,black,42,0
4003,square,black,80,1
4004,square,black,59,1
4005,square,black,5,0
4006,square,black,29,1
4007,square,black,86,1
4008,square,black,20,1
4009,square,black,25,1
4010,square,black,19,1
4011,square,black,29,0
4012,square,black,31,1
4013,square,black,17,1
4014,square,black,29,1
4015,square,black,30,0
4016,square,black,24,0
4017,square,black,23,0
4018,square,black,34,0
4019,square,black,27,0
4020,square,black,24,0
4021,square,black,46,0
4022,square,black,51,1
4023,square,black,30,0
4024,square,black,54,0
4025,square,black,15,0
4026,square,black,11,0
4027,square,black,20,0
4028,square,black,28,0
4029,square,black,60,1
4030,square,black,29,1
4031,square,black,33,1
4032,square,black,9,0
4033,square,black,27,0
4034,square,black,24,0
4035,square,black,5,0
4036,square,black,36,0
4037,square,black,32,1
4038,square,black,33,1
4039,square,black,22,1
4040,square,black,63,1
4041,square,black,24,1
4042,square,black,23,0
4043,square,black,3,1
4044,square,black,13,1
4045,square,black,60,0
4046,square,black,33,1
4047,square,black,42,1
4048,square,black,25,1
4049,square,black,20,1
4050,square,black,19,1
4051,square,black,45,1
4052,square,black,30,0
4053,square,black,72,1
4054,square,black,58,1
4055,square,black,33,1
4056,square,black,60,0
4057,square,black,3,0
4058,square,black,20,0
4059,square,black,15,0
4060,square,black,55,1
4061,square,black,11,1
4062,square,black,26,0
4063,square,black,8,0
4064,square,black,30,1
4065,square,black,57,1
4066,square,black,3,1
4067,square,black,20,1
4068,square,black,20,0
4069,square,black,52,1
4070,square,black,28,0
4071,square,black,40,0
4072,square,black,21,1
4073,square,black,20,1
4074,square,black,32,0
4075,square,black,63,1
4076,square,black,3,0
4077,square,black,35,1
4078,square,black,15,0
4079,square,black,31,0
4080,square,black,3,0
4081,square,black,34,1
4082,square,black,25,1
4083,square,black,12,0
4084,square,black,41,1
4085,square,black,41,1
4086,square,black,48,1
4087,square,black,61,0
4088,square,black,3,0
4089,square,black,37,1
4090,square,black,36,0
4091,square,black,42,1
4092,square,black,56,1
4093,square,black,41,0
4094,square,black,47,0
4095,square,black,15,1
4096,square,black,44,1
4097,square,black,33,0
4098,square,black,11,1
4099,square,black,27,0
4100,square,black,8,0
4101,square,black,27,1
4102,square,black,24,1
4103,square,black,42,0
4104,square,black,9,0
4105,square,black,13,0
4106,square,black,36,0
4107,square,black,22,1
4108,square,black,67,1
4109,square,black,13,1
4110,square,black,62,0
4111,square,black,51,0
4112,square,black,21,0
4113,square,black,58,1
4114,square,black,50,1
4115,square,black,37,0
4116,square,black,20,1
4117,square,black,38,1
4118,square,black,3,0
4119,square,black,44,0
4120,square,black,15,1
4121,square,black,8,0
4122,square,black,46,1
4123,square,black,68,1
4124,square,black,34,1
4125,square,black,30,1
4126,square,black,9,0
4127,square,black,11,1
4128,square,black,23,1
4129,square,black,3,0
4130,square,black,13,0
4131,square,black,25,0
4132,square,black,33,1
4133,square,black,69,1
4134,square,black,9,0
4135,square,black,28,1
4136,square,black,49,1
4137,square,black,67,0
4138,square,black,34,1
4139,square,black,3,0
4140,square,black,44,1
4141,square,black,6,0
4142,square,black,28,0
4143,square,black,8,0
4144,square,black,24,1
4145,square,black,42,0
4146,square,black,6,1
4147,square,black,37,0
4148,square,black,27,1
4149,square,black,3,0
4150,square,black,60,1
4151,square,black,26,0
4152,square,black,21,1
4153,square,black,61,1
4154,square,black,16,1
4155,square,black,32,0
4156,square,black,81,1
4157,square,black,71,1
4158,square,black,33,1
4159,square,black,56,1
4160,square,black,33,1
4161,square,black,31,0
4162,square,black,3,0
4163,square,black,45,0
4164,square,black,42,0
4165,square,black,21,0
4166,square,black,3,0
4167,square,black,26,1
4168,square,black,22,0
4169,square,black,58,0
4170,square,black,61,0
4171,square,black,21,0
4172,square,black,3,0
4173,square,black,29,0
4174,square,black,51,0
4175,square,black,29,1
4176,square,black,37,1
4177,square,black,48,0
4178,square,black,30,0
4179,square,black,52,0
4180,square,black,58,1
4181,square,black,19,0
4182,square,black,59,1
4183,square,black,19,1
4184,square,black,47,0
4185,square,black,44,0
4186,square,black,10,0
4187,square,black,25,0
4188,square,black,48,1
4189,square,black,34,1
4190,square,black,66,1
4191,square,black,57,0
4192,square,black,3,0
4193,square,black,24,1
4194,square,black,34,1
4195,square,black,26,1
4196,square,black,33,0
4197,square,black,61,1
4198,square,black,54,1
4199,square,black,50,1
4200,square,black,23,0
4201,square,black,31,1
4202,square,black,32,0
4203,square,black,39,0
4204,square,black,40,1
4205,square,black,41,1
4206,square,black,7,0
4207,square,black,83,0
4208,square,black,41,1
4209,square,black,27,1
4210,square,black,31,0
4211,square,black,47,1
4212,square,black,5,0
4213,square,black,50,1
4214,square,black,67,0
4215,square,black,16,0
4216,square,black,32,1
4217,square,black,12,0
4218,square,black,31,1
4219,square,black,30,1
4220,square,black,51,0
4221,square,black,30,1
4222,square,black,22,1
4223,square,black,10,0
4224,square,black,31,0
4225,square,black,41,1
4226,square,black,35,0
4227,square,black,62,0
4228,square,black,5,0
4229,square,black,20,0
4230,square,black,10,0
4231,square,black,74,1
4232,square,black,30,1
4233,square,black,31,0
4234,square,black,9,0
4235,square,black,16,0
4236,square,black,31,1
4237,square,black,47,1
4238,square,black,20,0
4239,square,black,52,1
4240,square,black,27,1
4241,square,black,43,1
4242,square,black,66,0
4243,square,black,68,1
4244,square,black,46,1
4245,square,black,52,1
4246,square,black,54,1
4247,square,black,16,0
4248,square,black,33,1
4249,square,black,45,0
4250,square,black,54,0
4251,square,black,16,0
4252,square,black,35,0
4253,square,black,26,0
4254,square,black,86,1
4255,square,black,69,0
4256,square,black,40,1
4257,square,black,31,1
4258,square,black,9,0
4259,square,black,10,0
4260,square,black,16,0
4261,square,black,44,1
4262,square,black,31,0
4263,square,black,28,0
4264,square,black,54,1
4265,square,black,21,1
4266,square,black,51,1
4267,square,black,56,1
4268,square,black,10,0
4269,square,black,39,1
4270,square,black,8,0
4271,square,black,68,0
4272,square,black,36,1
4273,square,black,38,1
4274,square,black,39,1
4275,square,black,29,0
4276,square,black,27,1
4277,square,black,41,1
4278,square,black,24,0
4279,square,black,37,1
4280,square,black,44,0
4281,square,black,26,0
4282,square,black,28,1
4283,square,black,23,1
4284,square,black,59,1
4285,square,black,8,0
4286,square,black,27,1
4287,square,black,61,1
4288,square,black,25,1
4289,square,black,24,1
4290,square,black,3,0
4291,square,black,41,1
4292,square,black,48,1
4293,square,black,35,1
4294,square,black,50,1
4295,square,black,30,1
4296,square,black,61,0
4297,square,black,47,0
4298,square,black,11,1
4299,square,black,21,1
4300,square,black,39,1
4301,square,black,24,1
4302,square,black,3,0
4303,square,black,23,1
4304,square,black,66,1
4305,square,black,44,0
4306,square,black,17,0
4307,square,black,58,1
4308,square,black,14,1
4309,square,black,61,1
4310,square,black,38,0
4311,square,black,37,1
4312,square,black,83,1
4313,square,black,3,0
4314,square,black,23,1
4315,square,black,47,1
4316,square,black,69,1
4317,square,black,52,1
4318,square,black,26,0
4319,square,black,43,0
4320,square,black,3,0
4321,square,black,20,0
4322,square,black,38,1
4323,square,black,43,0
4324,square,black,15,0
4325,square,black,10,0
4326,square,black,16,0
4327,square,black,49,1
4328,square,black,21,1
4329,square,black,57,1
4330,square,black,44,0
4331,square,black,40,1
4332,square,black,57,1
4333,square,black,22,0
4334,square,black,44,0
4335,square,black,56,0
4336,square,black,21,0
4337,square,black,59,0
4338,square,black,51,0
4339,square,black,44,1
4340,square,black,47,0
4341,square,black,21,1
4342,square,black,43,0
4343,square,black,48,1
4344,square,black,37,1
4345,square,black,30,1
4346,square,black,33,0
4347,square,black,32,0
4348,square,black,3,0
4349,square,black,54,0
4350,square,black,13,1
4351,square,black,59,1
4352,square,black,31,1
4353,square,black,7,0
4354,square,black,54,0
4355,square,black,3,0
4356,square,black,3,0
4357,square,black,21,0
4358,square,black,20,1
4359,square,black,42,1
4360,square,black,26,1
4361,square,black,31,1
4362,square,black,71,1
4363,square,black,35,1
4364,square,black,53,1
4365,square,black,5,0
4366,square,black,52,0
4367,square,black,62,1
4368,square,black,40,1
4369,square,black,3,1
4370,square,black,66,1
4371,square,black,37,1
4372,square,black,27,0
4373,square,black,60,1
4374,square,black,61,1
4375,square,black,23,0
4376,square,black,37,0
4377,square,black,57,0
4378,square,black,14,0
4379,square,black,44,0
4380,square,black,28,1
4381,square,black,57,0
4382,square,black,44,0
4383,square,black,9,1
4384,square,black,41,0
4385,square,black,3,0
4386,square,black,64,1
4387,square,black,53,0
4388,square,black,8,1
4389,square,black,11,1
4390,square,black,50,1
4391,square,black,48,1
4392,square,black,22,1
4393,square,black,3,0
4394,square,black,18,0
4395,square,black,29,1
4396,square,black,4,0
4397,square,black,66,0
4398,square,black,22,1
4399,square,black,34,1
4400,square,black,47,0
4401,square,black,40,0
4402,square,black,39,1
4403,square,black,52,1
4404,square,black,57,1
4405,square,black,35,0
4406,square,black,3,0
4407,square,black,33,0
4408,square,black,19,1
4409,square,black,23,1
4410,square,black,86,0
4411,square,black,26,1
4412,square,black,16,1
4413,square,black,51,1
4414,square,black,40,1
4415,square,black,52,0
4416,square,black,66,0
4417,square,black,29,1
4418,square,black,37,0
4419,square,black,69,0
4420,square,black,76,1
4421,square,black,17,0
4422,square,black,33,1
4423,square,black,46,1
4424,square,black,38,1
4425,square,black,56,1
4426,square,black,61,0
4427,square,black,23,1
4428,square,black,42,0
4429,square,black,43,0
4430,square,black,20,0
4431,square,black,69,1
4432,square,black,38,1
4433,square,black,35,1
4434,square,black,41,0
4435,square,black,31,1
4436,square,black,28,0
4437,square,black,44,0
4438,square,black,14,1
4439,square,black,51,1
4440,square,black,19,1
4441,square,black,22,0
4442,square,black,62,1
4443,square,black,46,1
4444,square,black,48,1
4445,square,black,35,1
4446,square,black,10,0
4447,square,black,44,1
4448,square,black,16,1
4449,square,black,27,0
4450,square,black,56,1
4451,square,black,9,1
4452,square,black,20,1
4453,square,black,54,1
4454,square,black,37,1
4455,square,black,73,1
4456,square,black,62,1
4457,square,black,21,1
4458,square,black,29,1
4459,square,black,43,0
4460,square,black,38,1
4461,square,black,16,0
4462,square,black,19,1
4463,square,black,51,1
4464,square,black,3,1
4465,square,black,34,1
4466,square,black,32,0
4467,square,black,61,0
4468,square,black,15,0
4469,square,black,31,1
4470,square,black,29,0
4471,square,black,36,1
4472,square,black,32,0
4473,square,black,13,1
4474,square,black,3,0
4475,square,black,34,0
4476,square,black,35,1
4477,square,black,30,0
4478,square,black,22,0
4479,square,black,37,0
4480,square,black,39,1
4481,square,black,52,0
4482,square,black,17,1
4483,square,black,39,1
4484,square,black,57,0
4485,square,black,11,0
4486,square,black,20,0
4487,square,black,31,1
4488,square,black,59,1
4489,square,black,53,0
4490,square,black,40,0
4491,square,black,20,1
4492,square,black,35,0
4493,square,black,24,0
4494,square,black,15,0
4495,square,black,44,0
4496,square,black,47,1
4497,square,black,45,0
4498,square,black,58,1
4499,square,black,40,1
4500,square,black,43,1
4501,square,black,67,1
4502,square,black,46,0
4503,square,black,60,1
4504,square,black,37,1
4505,square,black,27,0
4506,square,black,52,1
4507,square,black,9,0
4508,square,black,26,0
4509,square,black,3,0
4510,square,black,35,1
4511,square,black,41,0
4512,square,black,30,1
4513,square,black,47,0
4514,square,black,63,1
4515,square,black,29,0
4516,square,black,25,0
4517,square,black,21,1
4518,square,black,57,1
4519,square,black,12,0
4520,square,black,3,0
4521,square,black,45,0
4522,square,black,21,1
4523,square,black,52,1
4524,square,black,30,1
4525,square,black,6,0
4526,square,black,37,1
4527,square,black,3,0
4528,square,black,10,1
4529,square,black,58,0
4530,square,black,36,1
4531,square,black,37,0
4532,square,black,23,0
4533,square,black,27,1
4534,square,black,53,0
4535,square,black,41,0
4536,square,black,20,1
4537,square,black,16,0
4538,square,black,32,0
4539,square,black,17,1
4540,square,black,33,0
4541,square,black,63,0
4542,square,black,65,1
4543,square,black,43,0
4544,square,black,3,1
4545,square,black,35,0
4546,square,black,56,1
4547,square,black,18,0
4548,square,black,77,0
4549,square,black,35,0
4550,square,black,32,1
4551,square,black,35,1
4552,square,black,35,0
4553,square,black,56,0
4554,square,black,44,1
4555,square,black,27,0
4556,square,black,35,1
4557,square,black,36,0
4558,square,black,50,1
4559,square,black,40,0
4560,square,black,32,1
4561,square,black,43,0
4562,square,black,57,0
4563,square,black,31,0
4564,square,black,22,0
4565,square,black,41,0
4566,square,black,8,0
4567,square,black,3,0
4568,square,black,59,1
4569,square,black,79,1
4570,square,black,51,1
4571,square,black,32,1
4572,square,black,30,1
4573,square,black,3,1
4574,square,black,29,0
4575,square,black,3,1
4576,square,black,40,1
4577,square,black,79,1
4578,square,black,63,0
4579,square,black,63,1
4580,square,black,69,0
4581,square,black,28,0
4582,square,black,38,1
4583,square,black,60,1
4584,square,black,3,0
4585,square,black,18,0
4586,square,black,25,1
4587,square,black,10,1
4588,square,black,67,1
4589,square,black,44,1
4590,square,black,94,0
4591,square,black,7,0
4592,square,black,62,1
4593,square,black,34,1
4594,square,black,47,1
4595,square,black,36,0
4596,square,black,16,1
4597,square,black,43,1
4598,square,black,22,1
4599,square,black,41,1
4600,square,black,3,1
4601,square,black,36,0
4602,square,black,28,1
4603,square,black,3,0
4604,square,black,24,0
4605,square,black,24,1
4606,square,black,26,0
4607,square,black,60,0
4608,square,black,3,0
4609,square,black,13,0
4610,square,black,15,1
4611,square,black,19,1
4612,square,black,19,1
4613,square,black,32,0
4614,square,black,70,1
4615,square,black,28,1
4616,square,black,65,1
4617,square,black,51,0
4618,square,black,12,0
4619,square,black,58,1
4620,square,black,3,0
4621,square,black,52,1
4622,square,black,21,0
4623,square,black,3,1
4624,square,black,3,0
4625,square,black,37,1
4626,square,black,57,0
4627,square,black,24,0
4628,square,black,41,1
4629,square,black,3,0
4630,square,black,77,1
4631,square,black,16,1
4632,square,black,22,1
4633,square,black,27,1
4634,square,black,85,1
4635,square,black,31,1
4636,square,black,52,1
4637,square,black,33,1
4638,square,black,48,0
4639,square,black,42,1
4640,square,black,3,0
4641,square,black,36,1
4642,square,black,76,0
4643,square,black,14,0
4644,square,black,18,0
4645,square,black,34,0
4646,square,black,21,0
4647,square,black,32,1
4648,square,black,53,0
4649,square,black,3,0
4650,square,black,31,1
4651,square,black,18,1
4652,square,black,3,0
4653,square,black,32,0
4654,square,black,23,0
4655,square,black,3,1
4656,square,black,34,1
4657,square,black,24,1
4658,square,black,45,0
4659,square,black,21,0
4660,square,black,24,0
4661,square,black,65,0
4662,square,black,33,1
4663,square,black,78,1
4664,square,black,27,0
4665,square,black,47,0
4666,square,black,43,0
4667,square,black,48,1
4668,square,black,33,0
4669,square,black,48,0
4670,square,black,38,1
4671,square,black,51,1
4672,square,black,8,0
4673,square,black,23,1
4674,square,black,43,1
4675,square,black,46,0
4676,square,black,64,0
4677,square,black,45,1
4678,square,black,37,1
4679,square,black,18,1
4680,square,black,36,1
4681,square,black,41,1
4682,square,black,5,0
4683,square,black,66,1
4684,square,black,54,0
4685,square,black,29,0
4686,square,black,61,1
4687,square,black,16,0
4688,square,black,68,1
4689,square,black,7,0
4690,square,black,3,0
4691,square,black,32,0
4692,square,black,45,1
4693,square,black,8,0
4694,square,black,24,0
4695,square,black,33,1
4696,square,black,59,0
4697,square,black,41,1
4698,square,black,33,0
4699,square,black,20,1
4700,square,black,3,0
4701,square,black,21,1
4702,square,black,63,0
4703,square,black,11,0
4704,square,black,26,1
4705,square,black,29,1
4706,square,black,21,1
4707,square,black,23,0
4708,square,black,26,1
4709,square,black,45,1
4710,square,black,19,1
4711,square,black,47,0
4712,square,black,10,0
4713,square,black,35,1
4714,square,black,30,1
4715,square,black,38,1
4716,square,black,31,1
4717,square,black,21,1
4718,square,black,48,1
4719,square,black,11,0
4720,square,black,17,1
4721,square,black,33,0
4722,square,black,22,0
4723,square,black,28,0
4724,square,black,71,1
4725,square,black,36,1
4726,square,black,44,0
4727,square,black,62,1
4728,square,black,20,1
4729,square,black,3,0
4730,square,black,23,1
4731,square,black,24,0
4732,square,black,16,0
4733,square,black,28,0
4734,square,black,10,0
4735,square,black,28,1
4736,square,black,17,0
4737,square,black,23,0
4738,square,black,69,1
4739,square,black,33,0
4740,square,black,36,1
4741,square,black,41,0
4742,square,black,52,0
4743,square,black,3,0
4744,square,black,10,0
4745,square,black,25,1
4746,square,black,7,0
4747,square,black,41,0
4748,square,black,30,1
4749,square,black,23,0
4750,square,black,20,0
4751,square,black,14,0
4752,square,black,19,1
4753,square,black,68,0
4754,square,black,57,1
4755,square,black,4,0
4756,square,black,63,0
4757,square,black,12,1
4758,square,black,44,1
4759,square,black,49,0
4760,square,black,40,0
4761,square,black,7,1
4762,square,black,3,0
4763,square,black,52,1
4764,square,black,53,1
4765,square,black,11,1
4766,square,black,4,0
4767,square,black,56,0
4768,square,black,39,0
4769,square,black,49,0
4770,square,black,29,0
4771,square,black,43,0
4772,square,black,53,0
4773,square,black,15,1
4774,square,black,24,1
4775,square,black,65,0
4776,square,black,28,0
4777,square,black,30,0
4778,square,black,55,0
4779,square,black,4,0
4780,square,black,19,0
4781,square,black,57,0
4782,square,black,56,0
4783,square,black,26,0
4784,square,black,77,1
4785,square,black,70,1
4786,square,black,34,1
4787,square,black,7,0
4788,square,black,48,0
4789,square,black,64,1
4790,square,black,34,0
4791,square,black,37,0
4792,square,black,30,0
4793,square,black,40,0
4794,square,black,35,0
4795,square,black,43,1
4796,square,black,36,1
4797,square,black,42,0
4798,square,black,14,0
4799,square,black,41,1
4800,square,black,28,0
4801,square,black,30,1
4802,square,black,51,1
4803,square,black,39,1
4804,square,black,47,1
4805,square,black,36,1
4806,square,black,47,1
4807,square,black,15,0
4808,square,black,16,1
4809,square,black,70,1
4810,square,black,64,1
4811,square,black,63,1
4812,square,black,3,0
4813,square,black,21,0
4814,square,black,42,1
4815,square,black,39,0
4816,square,black,40,1
4817,square,black,32,1
4818,square,black,44,0
4819,square,black,27,1
4820,square,black,25,1
4821,square,black,49,1
4822,square,black,41,0
4823,square,black,30,1
4824,square,black,65,0
4825,square,black,58,0
4826,square,black,50,1
4827,square,black,11,1
4828,square,black,28,1
4829,square,black,19,1
4830,square,black,34,1
4831,square,black,47,1
4832,square,black,41,1
4833,square,black,21,0
4834,square,black,73,1
4835,square,black,54,0
4836,square,black,3,0
4837,square,black,3,0
4838,square,black,29,1
4839,square,black,77,1
4840,square,black,46,1
4841,square,black,24,1
4842,square,black,50,0
4843,square,black,72,1
4844,square,black,33,0
4845,square,black,26,1
4846,square,black,38,0
4847,square,black,44,0
4848,square,black,26,0
4849,square,black,52,1
4850,square,black,3,0
4851,square,black,32,0
4852,square,black,42,0
4853,square,black,19,0
4854,square,black,29,1
4855,square,black,3,0
4856,square,black,36,1
4857,square,black,52,0
4858,square,black,45,1
4859,square,black,19,0
4860,square,black,36,1
4861,square,black,16,1
4862,square,black,21,1
4863,square,black,25,1
4864,square,black,6,0
4865,square,black,17,0
4866,square,black,31,1
4867,square,black,49,0
4868,square,black,50,0
4869,square,black,37,1
4870,square,black,35,1
4871,square,black,24,1
4872,square,black,19,0
4873,square,black,20,0
4874,square,black,21,0
4875,square,black,47,0
4876,square,black,53,1
4877,square,black,54,1
4878,square,black,37,1
4879,square,black,54,1
4880,square,black,57,1
4881,square,black,53,0
4882,square,black,23,1
4883,square,black,48,1
4884,square,black,48,0
4885,square,black,74,1
4886,square,black,50,1
4887,square,black,33,1
4888,square,black,77,1
4889,square,black,19,0
4890,square,black,49,1
4891,square,black,18,0
4892,square,black,26,1
4893,square,black,22,1
4894,square,black,29,1
4895,square,black,56,1
4896,square,black,3,1
4897,square,black,77,0
4898,square,black,24,1
4899,square,black,18,1
4900,square,black,47,1
4901,square,black,35,1
4902,square,black,51,1
4903,square,black,52,0
4904,square,black,47,1
4905,square,black,25,1
4906,square,black,14,1
4907,square,black,53,0
4908,square,black,8,0
4909,square,black,16,1
4910,square,black,4,0
4911,square,black,34,0
4912,square,black,3,0
4913,square,black,13,0
4914,square,black,51,1
4915,square,black,24,1
4916,square,black,3,0
4917,square,black,40,1
4918,square,black,26,0
4919,square,black,36,1
4920,square,black,43,0
4921,square,black,11,0
4922,square,black,45,1
4923,square,black,64,1
4924,square,black,28,0
4925,square,black,31,1
4926,square,black,64,0
4927,square,black,15,0
4928,square,black,29,1
4929,square,black,55,1
4930,square,black,4,0
4931,square,black,44,0
4932,square,black,34,0
4933,square,black,21,0
4934,square,black,59,1
4935,square,black,35,1
4936,square,black,34,0
4937,square,black,49,1
4938,square,black,43,1
4939,square,black,56,0
4940,square,black,31,1
4941,square,black,30,1
4942,square,black,45,1
4943,square,black,32,0
4944,square,black,30,0
4945,square,black,19,1
4946,square,black,31,0
4947,square,black,39,1
4948,square,black,33,0
4949,square,black,63,1
4950,square,black,40,1
4951,square,black,16,1
4952,square,black,46,0
4953,square,black,6,0
4954,square,black,16,0
4955,square,black,39,1
4956,square,black,3,0
4957,square,black,51,1
4958,square,black,3,1
4959,square,black,25,1
4960,square,black,45,1
4961,square,black,48,0
4962,square,black,76,1
4963,square,black,32,1
4964,square,black,41,0
4965,square,black,26,1
4966,square,black,26,0
4967,square,black,18,0
4968,square,black,21,0
4969,square,black,28,1
4970,square,black,47,0
4971,square,black,6,0
4972,square,black,64,1
4973,square,black,15,1
4974,square,black,32,0
4975,square,black,41,0
4976,square,black,56,0
4977,square,black,35,0
4978,square,black,38,0
4979,square,black,14,0
4980,square,black,15,1
4981,square,black,33,1
4982,square,black,39,0
4983,square,black,6,0
4984,square,black,57,1
4985,square,black,20,0
4986,square,black,24,0
4987,square,black,52,1
4988,square,black,34,1
4989,square,black,38,0
4990,square,black,35,1
4991,square,black,40,0
4992,square,black,3,0
4993,square,black,32,0
4994,square,black,31,1
4995,square,black,64,1
4996,square,black,19,0
4997,square,black,39,0
4998,square,black,26,0
4999,square,black,34,1
5000,square,black,55,0
5001,square,black,46,1
5002,square,black,57,1
5003,square,black,10,0
5004,square,black,30,1
5005,square,black,7,0
5006,square,black,32,1
5007,square,black,34,1
5008,square,black,5,0
5009,square,black,16,1
5010,square,black,30,0
5011,square,black,3,0
5012,square,black,28,1
5013,square,black,49,1
5014,square,black,19,0
5015,square,black,29,1
5016,square,black,21,1
5017,square,black,25,1
5018,square,black,54,1
5019,square,black,39,1
5020,square,black,20,1
5021,square,black,36,1
5022,square,black,3,1
5023,square,black,24,0
5024,square,black,49,0
5025,square,black,3,0
5026,square,black,39,0
5027,square,black,24,1
5028,square,black,37,1
5029,square,black,32,0
5030,square,black,15,1
5031,square,black,29,1
5032,square,black,25,1
5033,square,black,33,1
5034,square,black,4,1
5035,square,black,61,0
5036,square,black,24,0
5037,square,black,23,1
5038,square,black,9,0
5039,square,black,21,0
5040,square,black,3,0
5041,square,black,58,1
5042,square,black,20,1
5043,square,black,21,0
5044,square,black,30,0
5045,square,black,30,0
5046,square,black,63,1
5047,square,black,24,0
5048,square,black,5,0
5049,square,black,44,0
5050,square,black,38,1
5051,square,black,46,0
5052,square,black,16,0
5053,square,black,35,0
5054,square,black,52,1
5055,square,black,25,0
5056,square,black,67,1
5057,square,black,20,1
5058,square,black,12,0
