"","Treatment","Block","Days_in_Trt","Predicted_Production","Predicted_Production_bc"
"423",11.5,"1.4.front",101,0.890949599945998,-0.104269573058201
"424",19,"1.4.front",101,0.899036751335431,-0.0968675838456787
"425",24,"1.4.front",101,0.904396081871202,-0.0919329243706642
"426",14,"1.4.front",101,0.893651804706237,-0.101802243320693
"427",16.5,"1.4.back",101,0.869289291030921,-0.123831345815906
"428",21.5,"1.4.back",101,0.874793659080902,-0.118896686340892
"429",11.5,"1.4.back",101,0.863756968601678,-0.128766005290921
"430",19,"1.4.back",101,0.872044940661206,-0.121364016078399
"431",24,"1.4.back",101,0.877535502685928,-0.116429356603384
"432",14,"1.4.back",101,0.8665266530066,-0.126298675553413
"433",16.5,"2.1.front",101,0.906594420546588,-0.0899020146252386
"434",21.5,"2.1.front",101,0.911918257627698,-0.084967355150224
"435",11.5,"2.1.front",101,0.901245518067781,-0.0948366741002532
"436",19,"2.1.front",101,0.909259448401045,-0.0874346848877313
"437",24,"2.1.front",101,0.914570895185413,-0.0825000254127168
"438",14,"2.1.front",101,0.903923126497489,-0.0923693443627459
"439",16.5,"2.1.back",101,0.871813138417226,-0.121571805191511
"440",21.5,"2.1.back",101,0.877304858791589,-0.116637145716497
"441",11.5,"2.1.back",101,0.866293673270926,-0.126506464666526
"442",19,"2.1.back",101,0.874562438371472,-0.119104475454004
"443",24,"2.1.back",101,0.880040455365631,-0.114169815978989
"444",14,"2.1.back",101,0.869056902467203,-0.124039134929019
"445",16.5,"2.2.front",101,0.884297335131531,-0.110318202436795
"446",21.5,"2.2.front",101,0.88972744175351,-0.105383542961781
"447",11.5,"2.2.front",101,0.878840489178968,-0.11525286191181
"448",19,"2.2.front",101,0.887015704242872,-0.107850872699288
"449",24,"2.2.front",101,0.892432600006055,-0.102916213224273
"450",14,"2.2.front",101,0.881572281368131,-0.112785532174303
"451",16.5,"2.2.back",101,0.896454563795442,-0.0992368019753635
"452",21.5,"2.2.back",101,0.901826143491935,-0.094302142500349
"453",11.5,"2.2.back",101,0.891057176011111,-0.104171461450378
"454",19,"2.2.back",101,0.899143554586604,-0.0967694722378562
"455",24,"2.2.back",101,0.904502379830034,-0.0918348127628417
"456",14,"2.2.back",101,0.893759121148266,-0.101704131712871
"457",16.5,"2.3.front",101,0.865947251635264,-0.126815347484813
"458",21.5,"2.3.front",101,0.871468468658979,-0.121880688009798
"459",11.5,"2.3.front",101,0.860397799283148,-0.131750006959827
"460",19,"2.3.front",101,0.868711360381983,-0.124348017747305
"461",24,"2.3.front",101,0.874218633816573,-0.119413358272291
"462",14,"2.3.front",101,0.86317608426207,-0.12928267722232
"463",16.5,"2.3.back",101,0.866011356478867,-0.126758196581018
"464",21.5,"2.3.back",101,0.871532249225868,-0.121823537106003
"465",11.5,"2.3.back",101,0.860462233829165,-0.131692856056032
"466",19,"2.3.back",101,0.868775302418494,-0.12429086684351
"467",24,"2.3.back",101,0.874282254232819,-0.119356207368496
"468",14,"2.3.back",101,0.863240353269097,-0.129225526318525
"469",16.5,"2.4.front",101,0.899093441939774,-0.0968155078780592
"470",21.5,"2.4.front",101,0.904452504255691,-0.0918808484030446
"471",11.5,"2.4.front",101,0.893708767723345,-0.101750167353074
"472",19,"2.4.front",101,0.901776149838498,-0.0943481781405519
"473",24,"2.4.front",101,0.907122553882103,-0.0894135186655373
"474",14,"2.4.front",101,0.896404331228875,-0.0992828376155665
"475",16.5,"2.4.back",101,0.8825339609253,-0.111915498053183
"476",21.5,"2.4.back",101,0.887972676080967,-0.106980838578168
"477",11.5,"2.4.back",101,0.877068367515619,-0.116850157528197
"478",19,"2.4.back",101,0.885256651434762,-0.109448168315675
"479",24,"2.4.back",101,0.890682087663819,-0.104513508840661
"480",14,"2.4.back",101,0.879804551035168,-0.11438282779069
"481",16.5,"1.1.front",130,0.904377092648482,-0.0919504502029755
"482",21.5,"1.1.front",130,0.909533903958508,-0.0871802609056936
"483",11.5,"1.1.front",130,0.89919670961141,-0.0967206395002574
"484",19,"1.1.front",130,0.9069584229806,-0.0895653555543346
"485",24,"1.1.front",130,0.912103578483266,-0.0847951662570527
"486",14,"1.1.front",130,0.901789869521822,-0.0943355448516165
"487",16.5,"1.1.back",130,0.884508299115944,-0.110126937134832
"488",21.5,"1.1.back",130,0.889756854931222,-0.10535674783755
"489",11.5,"1.1.back",130,0.879234772215741,-0.114897126432114
"490",19,"1.1.back",130,0.88713567438935,-0.107741842486191
"491",24,"1.1.back",130,0.892371888005446,-0.102971653188909
"492",14,"1.1.back",130,0.881874681228762,-0.112512031783473
"493",16.5,"1.2.front",130,0.890203662794872,-0.104949623216053
"494",21.5,"1.2.front",130,0.895425546704767,-0.100179433918771
"495",11.5,"1.2.front",130,0.884957220436129,-0.109719812513335
"496",19,"1.2.front",130,0.892817651203175,-0.102564528567412
"497",24,"1.2.front",130,0.898027395259446,-0.0977943392701303
"498",14,"1.2.front",130,0.887583534925677,-0.107334717864694
"499",16.5,"1.2.back",130,0.886757097931991,-0.108085856991586
"500",21.5,"1.2.back",130,0.891995085902167,-0.103315667694304
"501",11.5,"1.2.back",130,0.881494302944191,-0.112856046288868
"502",19,"1.2.back",130,0.889379169040594,-0.105700762342945
"503",24,"1.2.back",130,0.894604895260325,-0.100930573045663
"504",14,"1.2.back",130,0.88412882522398,-0.110470951640227
"505",16.5,"1.3.front",130,0.891054904001544,-0.104173533668048
"506",21.5,"1.3.front",130,0.896272827609745,-0.099403344370766
"507",11.5,"1.3.front",130,0.885812482805008,-0.10894372296533
"508",19,"1.3.front",130,0.893666904749178,-0.101788439019407
"509",24,"1.3.front",130,0.898872718351939,-0.097018249722125
"510",14,"1.3.front",130,0.888436779007253,-0.106558628316689
"511",16.5,"1.3.back",130,0.876429847892873,-0.117425054361254
"512",21.5,"1.3.back",130,0.881716765767692,-0.112654865063972
"513",11.5,"1.3.back",130,0.871117356989813,-0.122195243658536
"514",19,"1.3.back",130,0.879076478452122,-0.115039959712613
"515",24,"1.3.back",130,0.884350759031998,-0.110269770415331
"516",14,"1.3.back",130,0.873776824243224,-0.119810149009895
"517",16.5,"1.4.front",130,0.884974947005652,-0.109703732988211
"518",21.5,"1.4.front",130,0.890221305949533,-0.104933543690929
"519",11.5,"1.4.front",130,0.879703651145755,-0.114473922285493
"520",19,"1.4.front",130,0.887601219627777,-0.10731863833957
"521",24,"1.4.front",130,0.892835253126264,-0.102548449042288
"522",14,"1.4.front",130,0.882342440311464,-0.112088827636852
"523",16.5,"1.4.back",130,0.85655415380206,-0.135152989061348
"524",21.5,"1.4.back",130,0.861938197130586,-0.130382799764066
"525",11.5,"1.4.back",130,0.851142968259367,-0.13992317835863
"526",19,"1.4.back",130,0.859249540588231,-0.132767894412707
"527",24,"1.4.back",130,0.864620177793171,-0.127997705115425
"528",14,"1.4.back",130,0.853851981654442,-0.137538083709989
"529",16.5,"2.1.front",130,0.901147617557925,-0.0949267755648453
"530",21.5,"2.1.front",130,0.906319095206565,-0.0901565862675634
"531",11.5,"2.1.front",130,0.895952348251821,-0.0996969648621272
"532",19,"2.1.front",130,0.903736308205891,-0.0925416809162044
"533",24,"2.1.front",130,0.908896022135434,-0.0877714916189225
"534",14,"2.1.front",130,0.898552979135886,-0.0973118702134863
"535",16.5,"2.1.back",130,0.866204727720807,-0.126585781337312
"536",21.5,"2.1.back",130,0.871541115646605,-0.12181559204003
"537",11.5,"2.1.back",130,0.860841975667583,-0.131355970634594
"538",19,"2.1.back",130,0.868876190871462,-0.124200686688671
"539",24,"2.1.back",130,0.874199553820019,-0.119430497391389
"540",14,"2.1.back",130,0.863526673717517,-0.128970875985953
"541",16.5,"2.2.front",130,0.879103455835809,-0.115015618648985
"542",21.5,"2.2.front",130,0.884377607951907,-0.110245429351703
"543",11.5,"2.2.front",130,0.873803932112081,-0.119785807946267
"544",19,"2.2.front",130,0.881743678670139,-0.112630524000344
"545",24,"2.2.front",130,0.887005292224768,-0.107860334703062
"546",14,"2.2.front",130,0.876456890263117,-0.117400713297626
"547",16.5,"2.2.back",130,0.886366090098756,-0.108441044944212
"548",21.5,"2.2.back",130,0.891605912107248,-0.10367085564693
"549",11.5,"2.2.back",130,0.881101432653053,-0.113211234241494
"550",19,"2.2.back",130,0.888989081732948,-0.106055950295571
"551",24,"2.2.back",130,0.894216628055228,-0.101285760998289
"552",14,"2.2.back",130,0.883736889760684,-0.110826139592853
"553",16.5,"2.3.front",130,0.856538214199571,-0.135167075913975
"554",21.5,"2.3.front",130,0.861922337031119,-0.130396886616694
"555",11.5,"2.3.front",130,0.851126947842555,-0.139937265211257
"556",19,"2.3.front",130,0.859233640898908,-0.132781981265334
"557",24,"2.3.front",130,0.864604356964658,-0.128011791968053
"558",14,"2.3.front",130,0.853836001810985,-0.137552170562616
"559",16.5,"2.3.back",130,0.86314132993031,-0.129313580929275
"560",21.5,"2.3.back",130,0.868492742220729,-0.124543391631993
"561",11.5,"2.3.back",130,0.857763309908715,-0.134083770226557
"562",19,"2.3.back",130,0.865820335301245,-0.126928486280634
"563",24,"2.3.back",130,0.871158603268053,-0.122158296983352
"564",14,"2.3.back",130,0.860455672809778,-0.131698675577916
"565",16.5,"2.4.front",130,0.890212898631237,-0.104941205939998
"566",21.5,"2.4.front",130,0.895434739536208,-0.100171016642716
"567",11.5,"2.4.front",130,0.884966499938868,-0.10971139523728
"568",19,"2.4.front",130,0.892826865455459,-0.102556111291357
"569",24,"2.4.front",130,0.898036566831199,-0.0977859219940748
"570",14,"2.4.front",130,0.887592792511475,-0.107326300588639
"571",16.5,"2.4.back",130,0.867942340694069,-0.125035098705856
"572",21.5,"2.4.back",130,0.873270248589654,-0.120264909408574
"573",11.5,"2.4.back",130,0.862588205475783,-0.129805288003138
"574",19,"2.4.back",130,0.870609546959533,-0.122650004057215
"575",24,"2.4.back",130,0.875924496908039,-0.117879814759933
"576",14,"2.4.back",130,0.865268577774941,-0.127420193354497
"577",16.5,"1.1.front",157,0.894457119804451,-0.101065772959311
"578",21.5,"1.1.front",157,0.899492661149427,-0.0964487110688838
"579",11.5,"1.1.front",157,0.889398854398446,-0.105682834849738
"580",19,"1.1.front",157,0.896977710245609,-0.0987572420140975
"581",24,"1.1.front",157,0.902002013358024,-0.0941401801236701
"582",14,"1.1.front",157,0.891930848476979,-0.103374303904525
"583",16.5,"1.1.back",157,0.879516890203177,-0.114642511906843
"584",21.5,"1.1.back",157,0.884620222232136,-0.110025450016416
"585",11.5,"1.1.back",157,0.874389818371903,-0.11925957379727
"586",19,"1.1.back",157,0.882071501362876,-0.112333980961629
"587",24,"1.1.back",157,0.887163096765698,-0.107716919071202
"588",14,"1.1.back",157,0.876956344236016,-0.116951042852057
"589",16.5,"1.2.front",157,0.879005306511722,-0.115104173632561
"590",21.5,"1.2.front",157,0.884110996219259,-0.110487111742133
"591",11.5,"1.2.front",157,0.873875841116183,-0.119721235522988
"592",19,"1.2.front",157,0.881561100939333,-0.112795642687347
"593",24,"1.2.front",157,0.886655036417884,-0.10817858079692
"594",14,"1.2.front",157,0.876443568305745,-0.117412704577774
"595",16.5,"1.2.back",157,0.878182035918881,-0.115846656806344
"596",21.5,"1.2.back",157,0.883291524886901,-0.111229594915916
"597",11.5,"1.2.back",157,0.873048713355556,-0.120463718696771
"598",19,"1.2.back",157,0.880739737122899,-0.11353812586113
"599",24,"1.2.back",157,0.885837443457658,-0.108921063970703
"600",14,"1.2.back",157,0.875618376460506,-0.118155187751557
"601",16.5,"1.3.front",157,0.876810209040529,-0.117082633045076
"602",21.5,"1.3.front",157,0.881926042906687,-0.112465571154648
"603",11.5,"1.3.front",157,0.871670444652508,-0.121699694935503
"604",19,"1.3.front",157,0.879371094654686,-0.114774102099862
"605",24,"1.3.front",157,0.88447509834591,-0.110157040209435
"606",14,"1.3.front",157,0.874243340941782,-0.119391163990289
"607",16.5,"1.3.back",157,0.871330365691993,-0.122004424443354
"608",21.5,"1.3.back",157,0.876471722355277,-0.117387362552927
"609",11.5,"1.3.back",157,0.866164685832876,-0.126621486333781
"610",19,"1.3.back",157,0.873904061157604,-0.11969589349814
"611",24,"1.3.back",157,0.879033395068765,-0.115078831607713
"612",14,"1.3.back",157,0.868750589579074,-0.124312955388568
"613",16.5,"1.4.front",157,0.874280858284168,-0.119357461399786
"614",21.5,"1.4.front",157,0.879408437326946,-0.114740399509358
"615",11.5,"1.4.front",157,0.869129168571315,-0.123974523290213
"616",19,"1.4.front",157,0.876847638716392,-0.117048930454572
"617",24,"1.4.front",157,0.881963299229825,-0.112431868564145
"618",14,"1.4.front",157,0.871708050332934,-0.121665992344999
"619",16.5,"1.4.back",157,0.844559960686767,-0.145693829324345
"620",21.5,"1.4.back",157,0.849830239276847,-0.141076767433918
"621",11.5,"1.4.back",157,0.839263306412556,-0.150310891214773
"622",19,"1.4.back",157,0.847198370262545,-0.143385298379132
"623",24,"1.4.back",157,0.852455620183428,-0.138768236488704
"624",14,"1.4.back",157,0.841914957373932,-0.148002360269559
"625",16.5,"2.1.front",157,0.896052734032703,-0.0996050012672378
"626",21.5,"2.1.front",157,0.901081154663251,-0.0949879393768105
"627",11.5,"2.1.front",157,0.891001694241967,-0.104222063157665
"628",19,"2.1.front",157,0.898569751165623,-0.0972964703220241
"629",24,"2.1.front",157,0.903586985051492,-0.0926794084315968
"630",14,"2.1.front",157,0.893530062237263,-0.101913532212451
"631",16.5,"2.1.back",157,0.860956930291317,-0.131253966024782
"632",21.5,"2.1.back",157,0.866147394859395,-0.126636904134354
"633",11.5,"2.1.back",157,0.855741374377407,-0.135871027915209
"634",19,"2.1.back",157,0.863555274472615,-0.128945435079568
"635",24,"2.1.back",157,0.868733339689058,-0.124328373189141
"636",14,"2.1.back",157,0.858352313436885,-0.133562496969995
"637",16.5,"2.2.front",157,0.874245666283222,-0.119389075122404
"638",21.5,"2.2.front",157,0.879373409169606,-0.114772013231976
"639",11.5,"2.2.front",157,0.869093810207049,-0.124006137012831
"640",19,"2.2.front",157,0.876812528948164,-0.11708054417719
"641",24,"2.2.front",157,0.88192835206946,-0.112463482286763
"642",14,"2.2.front",157,0.871672775469378,-0.121697606067617
"643",16.5,"2.2.back",157,0.876890303621839,-0.117010512535898
"644",21.5,"2.2.back",157,0.882005766552078,-0.112393450645471
"645",11.5,"2.2.back",157,0.871750915843822,-0.121627574426325
"646",19,"2.2.back",157,0.879451003067846,-0.114701981590684
"647",24,"2.2.back",157,0.884554638606174,-0.110084919700257
"648",14,"2.2.back",157,0.874323623109679,-0.119319043481112
"649",16.5,"2.3.front",157,0.847703324710852,-0.142942823072161
"650",21.5,"2.3.front",157,0.852958089374807,-0.138325761181734
"651",11.5,"2.3.front",157,0.842422437518956,-0.147559884962589
"652",19,"2.3.front",157,0.850333946110434,-0.140634292126948
"653",24,"2.3.front",157,0.855575806115452,-0.13601723023652
"654",14,"2.3.front",157,0.845066172859076,-0.145251354017375
"655",16.5,"2.3.back",157,0.860462373833252,-0.131692731874205
"656",21.5,"2.3.back",157,0.86565520600077,-0.127075669983777
"657",11.5,"2.3.back",157,0.855244412863508,-0.136309793764632
"658",19,"2.3.back",157,0.863061906434413,-0.129384200928991
"659",24,"2.3.back",157,0.868242320890677,-0.124767139038564
"660",14,"2.3.back",157,0.85785655919544,-0.134001262819418
"661",16.5,"2.4.front",157,0.881880784479295,-0.112506511032147
"662",21.5,"2.4.front",157,0.886973253995012,-0.10788944914172
"663",11.5,"2.4.front",157,0.876764740008976,-0.117123572922575
"664",19,"2.4.front",157,0.884429944037891,-0.110197980086934
"665",24,"2.4.front",157,0.889510757794015,-0.105580918196506
"666",14,"2.4.front",157,0.879325731322806,-0.114815041977361
"667",16.5,"2.4.back",157,0.854178839898875,-0.137249899313517
"668",21.5,"2.4.back",157,0.859401966144563,-0.13263283742309
"669",11.5,"2.4.back",157,0.848930102134743,-0.141866961203944
"670",19,"2.4.back",157,0.856793579075164,-0.134941368368303
"671",24,"2.4.back",157,0.862004051035075,-0.130324306477876
"672",14,"2.4.back",157,0.851557698014491,-0.139558430258731
"673",16.5,"1.1.front",190,0.882212152816539,-0.112206722994832
"674",21.5,"1.1.front",190,0.887097192187786,-0.107776816823894
"675",11.5,"1.1.front",190,0.877305432217862,-0.116636629165771
"676",19,"1.1.front",190,0.884657363193066,-0.109991769909363
"677",24,"1.1.front",190,0.889531678138796,-0.105561863738425
"678",14,"1.1.front",190,0.879761522252162,-0.114421676080302
"679",16.5,"1.1.back",190,0.873385407843322,-0.120161547739301
"680",21.5,"1.1.back",190,0.87830960593254,-0.115731641568363
"681",11.5,"1.1.back",190,0.86843895508405,-0.12459145391024
"682",19,"1.1.back",190,0.87585026838105,-0.117946594653832
"683",24,"1.1.back",190,0.880763460554565,-0.113516688482894
"684",14,"1.1.back",190,0.870914983764736,-0.12237650082477
"685",16.5,"1.2.front",190,0.865161834001225,-0.127515290808292
"686",21.5,"1.2.front",190,0.870123155919036,-0.123085384637354
"687",11.5,"1.2.front",190,0.860177704077274,-0.13194519697923
"688",19,"1.2.front",190,0.867645324758009,-0.125300337722823
"689",24,"1.2.front",190,0.872595369228062,-0.120870431551884
"690",14,"1.2.front",190,0.862672641377201,-0.129730243893761
"691",16.5,"1.2.back",190,0.867609775507868,-0.125332078802159
"692",21.5,"1.2.back",190,0.872559980999383,-0.120902172631221
"693",11.5,"1.2.back",190,0.862636928697399,-0.129761984973097
"694",19,"1.2.back",190,0.870087687476886,-0.12311712571669
"695",24,"1.2.back",190,0.875026697307988,-0.118687219545751
"696",14,"1.2.back",190,0.865126203341077,-0.127547031887628
"697",16.5,"1.3.front",190,0.859145102268275,-0.132860421172554
"698",21.5,"1.3.front",190,0.86413398702741,-0.128430515001616
"699",11.5,"1.3.front",190,0.854132992516221,-0.137290327343493
"700",19,"1.3.front",190,0.86164242590967,-0.130645468087085
"701",24,"1.3.front",190,0.866619828654933,-0.126215561916147
"702",14,"1.3.front",190,0.856641972518876,-0.135075374258024
"703",16.5,"1.3.back",190,0.865065133904951,-0.127601432321476
"704",21.5,"1.3.back",190,0.870026896103244,-0.123171526150538
"705",11.5,"1.3.back",190,0.860080557081082,-0.132031338492414
"706",19,"1.3.back",190,0.867548845619002,-0.125386479236007
"707",24,"1.3.back",190,0.872499327121781,-0.120956573065068
"708",14,"1.3.back",190,0.862575718668894,-0.129816385406945
"709",16.5,"1.4.front",190,0.861066800617225,-0.13115646279171
"710",21.5,"1.4.front",190,0.866046844660212,-0.126726556620772
"711",11.5,"1.4.front",190,0.85606366590338,-0.135586368962649
"712",19,"1.4.front",190,0.863559687323596,-0.128941509706241
"713",24,"1.4.front",190,0.868528315243351,-0.124511603535303
"714",14,"1.4.front",190,0.858568141381439,-0.133371415877179
"715",16.5,"1.4.back",190,0.829713145109246,-0.158577078534676
"716",21.5,"1.4.back",190,0.83484198349176,-0.154147172363737
"717",11.5,"1.4.back",190,0.824558881986939,-0.163006984705614
"718",19,"1.4.back",190,0.832280716917243,-0.156362125449207
"719",24,"1.4.back",190,0.83739699492742,-0.151932219278268
"720",14,"1.4.back",190,0.827139217290308,-0.160792031620145
"721",16.5,"2.1.front",190,0.889794082700731,-0.105322832681273
"722",21.5,"2.1.front",190,0.894646039999477,-0.100892926510335
"723",11.5,"2.1.front",190,0.884920920529993,-0.109752738852211
"724",19,"2.1.front",190,0.892222693213959,-0.103107879595804
"725",24,"2.1.front",190,0.897064159990799,-0.0986779734248654
"726",14,"2.1.front",190,0.887360171082372,-0.107537785766742
"727",16.5,"2.1.back",190,0.854508080927832,-0.136959525087244
"728",21.5,"2.1.back",190,0.859518444190626,-0.132529618916306
"729",11.5,"2.1.back",190,0.849474164066708,-0.141389431258183
"730",19,"2.1.back",190,0.857016184371306,-0.134744572001775
"731",24,"2.1.back",190,0.862014904446629,-0.130314665830837
"732",14,"2.1.back",190,0.851994089229779,-0.139174478172714
"733",16.5,"2.2.front",190,0.868278954393049,-0.124734410812137
"734",21.5,"2.2.front",190,0.87322613079145,-0.120304504641199
"735",11.5,"2.2.front",190,0.863309181948158,-0.129164316983075
"736",19,"2.2.front",190,0.870755346227188,-0.122519457726668
"737",24,"2.2.front",190,0.875691349180078,-0.118089551555729
"738",14,"2.2.front",190,0.865796913678625,-0.126949363897606
"739",16.5,"2.2.back",190,0.865196614295975,-0.12748430625907
"740",21.5,"2.2.back",190,0.8701577778788,-0.123054400088132
"741",11.5,"2.2.back",190,0.860212645087184,-0.131914212430008
"742",19,"2.2.back",190,0.867680025591484,-0.125269353173601
"743",24,"2.2.back",190,0.872629912894362,-0.120839447002662
"744",14,"2.2.back",190,0.862707501728236,-0.129699259344539
"745",16.5,"2.3.front",190,0.836804296248882,-0.152446514043278
"746",21.5,"2.3.front",190,0.841898612573993,-0.148016607872339
"747",11.5,"2.3.front",190,0.831685110738797,-0.156876420214216
"748",19,"2.3.front",190,0.839354538517631,-0.150231560957808
"749",24,"2.3.front",190,0.844436566688773,-0.14580165478687
"750",14,"2.3.front",190,0.834247836848965,-0.154661467128747
"751",16.5,"2.3.back",190,0.857179027603989,-0.134600583029119
"752",21.5,"2.3.back",190,0.862176993825843,-0.13017067685818
"753",11.5,"2.3.back",190,0.852157697842567,-0.139030489200057
"754",19,"2.3.back",190,0.859680909074165,-0.132385629943649
"755",24,"2.3.back",190,0.864667325324449,-0.127955723772711
"756",14,"2.3.back",190,0.85467130539115,-0.136815536114588
"757",16.5,"2.4.front",190,0.87161096923832,-0.121752995033663
"758",21.5,"2.4.front",190,0.876543124804812,-0.117323088862725
"759",11.5,"2.4.front",190,0.866656441192088,-0.126182901204602
"760",19,"2.4.front",190,0.87407982305854,-0.119538041948194
"761",24,"2.4.front",190,0.87900091489074,-0.115108135777256
"762",14,"2.4.front",190,0.869136522426425,-0.123967948119133
"763",16.5,"2.4.back",190,0.837112519122202,-0.152179100056214
"764",21.5,"2.4.back",190,0.842205346750592,-0.147749193885275
"765",11.5,"2.4.back",190,0.831994846073637,-0.156609006227152
"766",19,"2.4.back",190,0.839662014111618,-0.149964146970745
"767",24,"2.4.back",190,0.844742565232518,-0.145534240799806
"768",14,"2.4.back",190,0.834556812942441,-0.154394053141683
"769",16.5,"1.1.front",213,0.873596973712753,-0.119971627565044
"770",21.5,"1.1.front",213,0.878375570945324,-0.115672163259204
"771",11.5,"1.1.front",213,0.868797426338834,-0.124271091870884
"772",19,"1.1.front",213,0.875988872518627,-0.117821895412124
"773",24,"1.1.front",213,0.880757105595475,-0.113522431106284
"774",14,"1.1.front",213,0.871199837483756,-0.122121359717964
"775",16.5,"1.1.back",213,0.869091560453043,-0.124008148471014
"776",21.5,"1.1.back",213,0.873889817984364,-0.119708684165174
"777",11.5,"1.1.back",213,0.864272069663235,-0.128307612776855
"778",19,"1.1.back",213,0.871493324371535,-0.121858416318094
"779",24,"1.1.back",213,0.876281078729023,-0.117558952012254
"780",14,"1.1.back",213,0.866684488335794,-0.126157880623934
"781",16.5,"1.2.front",213,0.855407911916128,-0.136165463385317
"782",21.5,"1.2.front",213,0.860267012616147,-0.131865999079477
"783",11.5,"1.2.front",213,0.850526684883178,-0.140464927691157
"784",19,"1.2.front",213,0.857840207682491,-0.134015731232397
"785",24,"1.2.front",213,0.862688366837388,-0.129716266926557
"786",14,"1.2.front",213,0.85297008469436,-0.138315195538237
"787",16.5,"1.2.back",213,0.860180034467666,-0.131943130496212
"788",21.5,"1.2.back",213,0.865017720172563,-0.127643666190372
"789",11.5,"1.2.back",213,0.855320539695479,-0.136242594802052
"790",19,"1.2.back",213,0.862601583569692,-0.129793398343292
"791",24,"1.2.back",213,0.86742848343497,-0.125493934037452
"792",14,"1.2.back",213,0.857753033222317,-0.134092862649132
"793",16.5,"1.3.front",213,0.846659727915266,-0.143857061382615
"794",21.5,"1.3.front",213,0.851558645183365,-0.139557597076775
"795",11.5,"1.3.front",213,0.841738085890298,-0.148156525688455
"796",19,"1.3.front",213,0.849112005828458,-0.141707329229695
"797",24,"1.3.front",213,0.853999687939441,-0.137407864923855
"798",14,"1.3.front",213,0.844201768949086,-0.146006793535535
"799",16.5,"1.3.back",213,0.86067696061111,-0.131502377206228
"800",21.5,"1.3.back",213,0.865512428536564,-0.127202912900388
"801",11.5,"1.3.back",213,0.855819716292547,-0.135801841512068
"802",19,"1.3.back",213,0.863097396789475,-0.129352645053308
"803",24,"1.3.back",213,0.86792209491257,-0.125053180747468
"804",14,"1.3.back",213,0.858251080457527,-0.133652109359148
"805",16.5,"1.4.front",213,0.851760509506814,-0.139380009216385
"806",21.5,"1.4.front",213,0.856636122311001,-0.135080544910545
"807",11.5,"1.4.front",213,0.846862523552684,-0.143679473522225
"808",19,"1.4.front",213,0.854201091791703,-0.137230277063465
"809",24,"1.4.front",213,0.859065641939545,-0.132930812757625
"810",14,"1.4.front",213,0.849314334065696,-0.141529741369305
"811",16.5,"1.4.back",213,0.819238771990152,-0.167556312832785
"812",21.5,"1.4.back",213,0.82426739575234,-0.163256848526945
"813",11.5,"1.4.back",213,0.814185395727821,-0.171855777138625
"814",19,"1.4.back",213,0.82175615330517,-0.165406580679865
"815",24,"1.4.back",213,0.826772547766244,-0.161107116374025
"816",14,"1.4.back",213,0.816715202717135,-0.169706044985705
"817",16.5,"2.1.front",213,0.885411139447695,-0.109307987909237
"818",21.5,"2.1.front",213,0.890139032343605,-0.105008523603397
"819",11.5,"2.1.front",213,0.88066301440786,-0.113607452215077
"820",19,"2.1.front",213,0.887777597399152,-0.107158255756317
"821",24,"2.1.front",213,0.892495478800516,-0.102858791450477
"822",14,"2.1.front",213,0.883039623563514,-0.111457720062157
"823",16.5,"2.1.back",213,0.849990368088254,-0.140936126858052
"824",21.5,"2.1.back",213,0.85487404003927,-0.136636662552212
"825",11.5,"2.1.back",213,0.84508420182726,-0.145235591163892
"826",19,"2.1.back",213,0.852434994901154,-0.138786394705132
"827",24,"2.1.back",213,0.857307544749899,-0.134486930399292
"828",14,"2.1.back",213,0.847540117830817,-0.143085859010972
"829",16.5,"2.2.front",213,0.864100916180493,-0.128459947808012
"830",21.5,"2.2.front",213,0.868921164908455,-0.124160483502172
"831",11.5,"2.2.front",213,0.85925911436066,-0.132759412113852
"832",19,"2.2.front",213,0.866513715190043,-0.126310215655092
"833",24,"2.2.front",213,0.871323303725425,-0.122010751349252
"834",14,"2.2.front",213,0.861682729018045,-0.130609679960932
"835",16.5,"2.2.back",213,0.856971336931587,-0.134784223096432
"836",21.5,"2.2.back",213,0.861823398288732,-0.130484758790592
"837",11.5,"2.2.back",213,0.852097253883043,-0.139083687402272
"838",19,"2.2.back",213,0.859400100108948,-0.132634490943512
"839",24,"2.2.back",213,0.86424127127304,-0.128335026637672
"840",14,"2.2.back",213,0.854537068457769,-0.136933955249352
"841",16.5,"2.3.front",213,0.829140541295514,-0.15907029865951
"842",21.5,"2.3.front",213,0.834121445201488,-0.15477083435367
"843",11.5,"2.3.front",213,0.82413564499498,-0.16336976296535
"844",19,"2.3.front",213,0.831633968934,-0.15692056650659
"845",24,"2.3.front",213,0.836603016061741,-0.15262110220075
"846",14,"2.3.front",213,0.826641115713448,-0.16122003081243
"847",16.5,"2.3.back",213,0.854884687673896,-0.136627267167392
"848",21.5,"2.3.back",213,0.859746149329352,-0.132327802861552
"849",11.5,"2.3.back",213,0.850001064511785,-0.140926731473232
"850",19,"2.3.back",213,0.85731816825991,-0.134477535014472
"851",24,"2.3.back",213,0.8621686711097,-0.130178070708632
"852",14,"2.3.back",213,0.852445666839532,-0.138776999320312
"853",16.5,"2.4.front",213,0.864395752261962,-0.128197514186235
"854",21.5,"2.4.front",213,0.869214695500999,-0.123898049880395
"855",11.5,"2.4.front",213,0.859555275010913,-0.132496978492075
"856",19,"2.4.front",213,0.866807896171226,-0.126047782033315
"857",24,"2.4.front",213,0.871616188583902,-0.121748317727475
