都市,年,月,日,季節,天気,気温,風速,降水量
東京,2014,5,14,春,薄曇,21.9,3.3,0
東京,2014,5,15,春,曇,19.9,2.5,0.5
東京,2014,5,16,春,快晴,21.5,3.7,0
東京,2014,5,17,春,快晴,21.1,4.1,0
東京,2014,5,18,春,晴,20.5,2.9,0
東京,2014,5,19,春,曇,21.1,2.6,0
東京,2014,5,20,春,薄曇,21.7,2.9,0
東京,2014,5,21,春,雨,17.5,3.7,52
東京,2014,5,22,春,雷,18.6,2.4,19.5
東京,2014,5,23,春,薄曇,17.8,3,0
東京,2014,5,24,春,晴,20.6,3.6,0
東京,2014,5,25,春,薄曇,22.7,2.8,0
東京,2014,5,26,春,薄曇,21.3,4.8,7.5
東京,2014,5,27,春,曇,21.4,2.8,21.5
東京,2014,5,28,春,晴,22.7,2.9,0
東京,2014,5,29,春,快晴,23.1,2.4,0
東京,2014,5,30,春,薄曇,24.1,2.6,0
東京,2014,5,31,春,快晴,25.6,2.4,0
東京,2014,6,1,夏,快晴,26.6,2.4,0
東京,2014,6,2,夏,薄曇,25.5,2.3,0
東京,2014,6,3,夏,薄曇,24,2.6,0
東京,2014,6,4,夏,晴,24.3,3.4,0
東京,2014,6,5,夏,雨,21.2,2.8,18
東京,2014,6,6,夏,雨,19.9,3.5,123.5
東京,2014,6,7,夏,雨,18.4,3.5,61.5
東京,2014,6,8,夏,雨,20.5,2.5,6.5
東京,2014,6,9,夏,雨,22.9,2,4.5
東京,2014,6,10,夏,曇,23.5,2.3,2
東京,2014,6,11,夏,雨,22.2,1.9,13
東京,2014,6,12,夏,雨,22,2.9,16
東京,2014,6,13,夏,晴,24.9,2.4,1.5
東京,2014,6,14,夏,晴,24.7,3,0
東京,2014,6,15,夏,快晴,24.4,2.8,0
東京,2014,6,16,夏,薄曇,25,2.8,0
東京,2014,6,17,夏,薄曇,24.3,2.8,0
東京,2014,6,18,夏,雨,23.2,1.9,0
東京,2014,6,19,夏,晴,24.8,3.3,0
東京,2014,6,20,夏,薄曇,24.6,3.6,0
東京,2014,6,21,夏,曇,24.6,3.1,0
東京,2014,6,22,夏,雨,22.5,1.8,6
東京,2014,6,23,夏,曇,24.2,2.6,0
東京,2014,6,24,夏,曇,22.6,1.9,5
東京,2014,6,25,夏,雨,22.6,1.9,5.5
東京,2014,6,26,夏,曇,23.6,2.6,0
東京,2014,6,27,夏,雨,23.9,2.3,7.5
東京,2014,6,28,夏,雨,22.8,2.2,13
東京,2014,6,29,夏,曇,23.3,2.2,27.5
東京,2014,6,30,夏,薄曇,23.6,2.7,0
東京,2014,7,1,夏,曇,25.3,2.7,1.5
東京,2014,7,2,夏,快晴,25.8,2.8,0
東京,2014,7,3,夏,薄曇,24.8,2.8,2
東京,2014,7,4,夏,雨,21.6,2.4,5
東京,2014,7,5,夏,雨,22,2.2,1.5
東京,2014,7,6,夏,薄曇,24.2,2.5,0
東京,2014,7,7,夏,雨,23.4,2.4,7
東京,2014,7,8,夏,晴,26.8,2.6,0
東京,2014,7,9,夏,雨,24.2,2.3,9
東京,2014,7,10,夏,曇,26.6,5.3,3.5
東京,2014,7,11,夏,晴,28.5,2.8,4
東京,2014,7,12,夏,晴,29.2,2.9,0
東京,2014,7,13,夏,曇,26.9,3.3,0
東京,2014,7,14,夏,薄曇,28.5,2.6,0
東京,2014,7,15,夏,晴,28.2,2.8,0
東京,2014,7,16,夏,晴,28,2.7,0
東京,2014,7,17,夏,晴,27.1,3.1,0
東京,2014,7,18,夏,曇,24.9,2.3,2.5
東京,2014,7,19,夏,曇,23.8,1.9,6.5
東京,2014,7,20,夏,薄曇,24.5,2.1,53
東京,2014,7,21,夏,曇,25,2.4,0
東京,2014,7,22,夏,晴,27.7,2.6,0
東京,2014,7,23,夏,薄曇,29.4,2.4,0
東京,2014,7,24,夏,曇,29.9,2.2,7
東京,2014,7,25,夏,晴,30.5,2.7,0
東京,2014,7,26,夏,快晴,30.5,3.3,0
東京,2014,7,27,夏,快晴,30.1,3.1,3
東京,2014,7,28,夏,晴,27.7,3.1,0
東京,2014,7,29,夏,晴,27.6,3.3,0
東京,2014,7,30,夏,晴,27.9,3.5,0
東京,2014,7,31,夏,晴,29.5,2.8,0
東京,2014,8,1,夏,薄曇,29.8,3,0
東京,2014,8,2,夏,晴,30.9,2.2,0
東京,2014,8,3,夏,晴,31,2.9,0
東京,2014,8,4,夏,曇,30.5,4.8,0
東京,2014,8,5,夏,快晴,31.1,5.9,0
東京,2014,8,6,夏,快晴,30.8,5.6,0
東京,2014,8,7,夏,晴,29.7,5.1,0
東京,2014,8,8,夏,曇,29,2.4,0
東京,2014,8,9,夏,雨,25.4,3.3,0
東京,2014,8,10,夏,曇,26.3,5.5,45
東京,2014,8,11,夏,晴,29.4,7.3,0
東京,2014,8,12,夏,雨,26.3,3.2,0.5
東京,2014,8,13,夏,曇,26.7,2.1,0
東京,2014,8,14,夏,雨,27.1,1.3,19.5
東京,2014,8,15,夏,薄曇,29.5,5.1,0
東京,2014,8,16,夏,雨,27,3.1,1.5
東京,2014,8,17,夏,曇,26.2,2,0
東京,2014,8,18,夏,曇,29.1,3,0
東京,2014,8,19,夏,晴,30.3,3.3,0
東京,2014,8,20,夏,快晴,31.1,2.4,0
東京,2014,8,21,夏,薄曇,30.5,2.4,0
東京,2014,8,22,夏,晴,30.2,3,0
東京,2014,8,23,夏,雨,27.6,3.2,0
東京,2014,8,24,夏,薄曇,28.4,2.3,0
東京,2014,8,25,夏,曇,27,2.3,0
東京,2014,8,26,夏,雨,25.2,2.6,0
東京,2014,8,27,夏,曇,21.2,2.8,5
東京,2014,8,28,夏,雨,21.1,2,7
東京,2014,8,29,夏,曇,23.3,2.1,0.5
東京,2014,8,30,夏,曇,22.6,2.5,26
東京,2014,8,31,夏,曇,23.2,2,0
東京,2014,9,1,秋,曇,21.8,2.4,38.5
東京,2014,9,2,秋,晴,24.5,2.7,0
東京,2014,9,3,秋,曇,24.1,2.6,0
東京,2014,9,4,秋,曇,25.2,2.6,0
東京,2014,9,5,秋,晴,27.8,3,0
東京,2014,9,6,秋,曇,27.3,2.6,9
東京,2014,9,7,秋,雨,21.7,2,5
東京,2014,9,8,秋,曇,22.1,1.7,2
東京,2014,9,9,秋,晴,23.5,3.1,1.5
東京,2014,9,10,秋,曇,23.4,2.3,81
東京,2014,9,11,秋,曇,21.8,1.8,4.5
東京,2014,9,12,秋,晴,23.5,2.4,0
東京,2014,9,13,秋,晴,23.1,2.6,0
東京,2014,9,14,秋,快晴,23.8,2.6,0
東京,2014,9,15,秋,曇,24.1,2,0
東京,2014,9,16,秋,晴,25.1,2.3,0
東京,2014,9,17,秋,曇,23.3,2.8,0
東京,2014,9,18,秋,曇,22.3,3,0
東京,2014,9,19,秋,薄曇,22.3,2.2,0
東京,2014,9,20,秋,曇,20.5,2.3,0
東京,2014,9,21,秋,晴,21.3,2.7,0
東京,2014,9,22,秋,晴,22.6,2.1,0
東京,2014,9,23,秋,晴,22.1,2.8,0
東京,2014,9,24,秋,曇,22.4,3.6,8.5
東京,2014,9,25,秋,曇,24.4,4.5,5.5
東京,2014,9,26,秋,晴,22.9,3.2,0
東京,2014,9,27,秋,曇,20.2,3.2,0
東京,2014,9,28,秋,快晴,21.7,3.3,0
東京,2014,9,29,秋,快晴,23.5,3.1,0
東京,2014,9,30,秋,快晴,24.7,1.8,0
東京,2014,10,1,秋,雨,21.2,2.5,5
東京,2014,10,2,秋,曇,21.7,2.1,0
東京,2014,10,3,秋,晴,25.7,4,0
東京,2014,10,4,秋,曇,24.2,2.4,0
東京,2014,10,5,秋,雨,17.2,3.1,148.5
東京,2014,10,6,秋,雨,21.3,3.9,123.5
東京,2014,10,7,秋,晴,20,2.8,0
東京,2014,10,8,秋,晴,20.3,2.2,0
東京,2014,10,9,秋,曇,21,2.4,0
東京,2014,10,10,秋,薄曇,22.4,2.5,0
東京,2014,10,11,秋,薄曇,20.3,2.5,0
東京,2014,10,12,秋,曇,18.6,2,0
東京,2014,10,13,秋,曇,18.1,2.4,49
東京,2014,10,14,秋,快晴,23.1,5.8,14
東京,2014,10,15,秋,雨,15.9,2.6,9
東京,2014,10,16,秋,晴,16.8,2.7,0
東京,2014,10,17,秋,快晴,18.4,3,0
東京,2014,10,18,秋,快晴,17.5,2.2,0
東京,2014,10,19,秋,快晴,18.3,2.5,0
東京,2014,10,20,秋,薄曇,19.4,2.3,0
東京,2014,10,21,秋,雨,19,2.2,1
東京,2014,10,22,秋,雨,16.1,2.9,26
東京,2014,10,23,秋,雨,14.3,2.4,5.5
東京,2014,10,24,秋,快晴,16.7,1.9,0
東京,2014,10,25,秋,晴,18.3,2,0
東京,2014,10,26,秋,晴,20.1,1.9,3
東京,2014,10,27,秋,薄曇,19.3,2.9,0
東京,2014,10,28,秋,快晴,15.8,4.2,0
東京,2014,10,29,秋,快晴,16.4,2.9,0
東京,2014,10,30,秋,晴,16.8,2.2,0
東京,2014,10,31,秋,曇,18.4,1.8,0
東京,2014,11,1,秋,雨,16.8,1.8,9.5
東京,2014,11,2,秋,曇,19.5,2.9,0.5
東京,2014,11,3,秋,晴,18,2.9,0
東京,2014,11,4,秋,晴,16.2,3,0
東京,2014,11,5,秋,曇,15.2,3,0
東京,2014,11,6,秋,曇,17.7,2.5,2
東京,2014,11,7,秋,晴,17.7,3.6,0
東京,2014,11,8,秋,雨,14.1,2.6,0
東京,2014,11,9,秋,薄曇,14.9,1.8,1
東京,2014,11,10,秋,快晴,17.8,2.3,0.5
東京,2014,11,11,秋,曇,14.5,2.6,0
東京,2014,11,12,秋,曇,14.1,1.6,3
東京,2014,11,13,秋,快晴,15,2.7,0
東京,2014,11,14,秋,快晴,12.8,2.6,0
東京,2014,11,15,秋,快晴,12.7,2.7,0
東京,2014,11,16,秋,晴,12.5,2.4,0
東京,2014,11,17,秋,薄曇,12.1,2.1,0
東京,2014,11,18,秋,快晴,12.9,3.9,0
東京,2014,11,19,秋,快晴,12.1,3,0
東京,2014,11,20,秋,曇,9.1,2.3,17.5
東京,2014,11,21,秋,快晴,12.3,1.9,0
東京,2014,11,22,秋,快晴,13.8,1.5,0
東京,2014,11,23,秋,快晴,14.1,2.4,0
東京,2014,11,24,秋,曇,13.2,1.7,0
東京,2014,11,25,秋,雨,11.1,2.4,10
東京,2014,11,26,秋,雨,9.2,4.9,44
東京,2014,11,27,秋,快晴,12.9,1.9,1.5
東京,2014,11,28,秋,曇,14.1,1.4,0
東京,2014,11,29,秋,雨,13.8,1.8,8
東京,2014,11,30,秋,曇,15.1,2,1
東京,2014,12,1,冬,曇,13.5,1.7,11
東京,2014,12,2,冬,快晴,10.8,4.4,0
東京,2014,12,3,冬,快晴,8.2,3.4,0
東京,2014,12,4,冬,雨,8.8,2.3,5
東京,2014,12,5,冬,晴,8.3,2.4,0
東京,2014,12,6,冬,快晴,5.1,2.3,0
東京,2014,12,7,冬,晴,6.2,2.3,0
東京,2014,12,8,冬,快晴,6.6,1.8,0
東京,2014,12,9,冬,快晴,7.3,3.6,0
東京,2014,12,10,冬,薄曇,7.3,2,0
東京,2014,12,11,冬,雨,9.6,2.5,1.5
東京,2014,12,12,冬,曇,9.3,2.7,0
東京,2014,12,13,冬,快晴,7,2.7,0
東京,2014,12,14,冬,快晴,4.8,2.2,0
東京,2014,12,15,冬,快晴,5.3,2.2,0
東京,2014,12,16,冬,雨,3.6,2.6,18
東京,2014,12,17,冬,晴,4.3,4.4,0
東京,2014,12,18,冬,快晴,4,4.1,0
東京,2014,12,19,冬,快晴,5.4,2.7,0
東京,2014,12,20,冬,雨,5.3,2.1,21
東京,2014,12,21,冬,曇,8.6,1.9,0
東京,2014,12,22,冬,快晴,7.1,2.8,0
東京,2014,12,23,冬,快晴,6.3,2.8,0
東京,2014,12,24,冬,薄曇,5.9,1.4,0
東京,2014,12,25,冬,曇,6.3,2.8,0
東京,2014,12,26,冬,晴,5.1,2.8,0
東京,2014,12,27,冬,快晴,4.6,3.5,0
東京,2014,12,28,冬,快晴,3.8,1.9,0
東京,2014,12,29,冬,雨,4.2,2,5.5
東京,2014,12,30,冬,快晴,6.6,1.4,0
東京,2014,12,31,冬,快晴,8,2.6,0
東京,2015,1,1,冬,曇,3.7,4.4,0
東京,2015,1,2,冬,曇,2.7,2.1,0
東京,2015,1,3,冬,快晴,3.8,3,0
東京,2015,1,4,冬,晴,4,1.3,0
東京,2015,1,5,冬,快晴,6.9,2.4,0
東京,2015,1,6,冬,曇,10.8,5.2,6.5
東京,2015,1,7,冬,曇,5.6,4.2,0
東京,2015,1,8,冬,快晴,6.2,4.4,0
東京,2015,1,9,冬,快晴,6.7,4.1,0
東京,2015,1,10,冬,快晴,6.3,3.5,0
東京,2015,1,11,冬,快晴,6.4,2.7,0
東京,2015,1,12,冬,快晴,5.2,4.6,0
東京,2015,1,13,冬,快晴,6.6,3.3,0
東京,2015,1,14,冬,快晴,6.6,1.6,0
東京,2015,1,15,冬,雨,5.4,3.2,35.5
東京,2015,1,16,冬,晴,8.9,2.8,0
東京,2015,1,17,冬,晴,5.9,4.2,0
東京,2015,1,18,冬,快晴,4.7,3.3,0
東京,2015,1,19,冬,快晴,5.7,2.5,0
東京,2015,1,20,冬,快晴,6.3,3.6,0
東京,2015,1,21,冬,曇,2.5,3.1,4
東京,2015,1,22,冬,雨,4.6,2.4,7.5
東京,2015,1,23,冬,晴,6.9,4.3,7.5
東京,2015,1,24,冬,曇,4.9,2.4,0
東京,2015,1,25,冬,快晴,7,2,0
東京,2015,1,26,冬,晴,9,2,0.5
東京,2015,1,27,冬,晴,9.8,3.1,14.5
東京,2015,1,28,冬,快晴,5.2,4,0
東京,2015,1,29,冬,快晴,3.9,2.5,0
東京,2015,1,30,冬,みぞれ,2.2,3.3,16.5
東京,2015,1,31,冬,快晴,4.9,4.4,0
東京,2015,2,1,冬,快晴,4,5.5,0
東京,2015,2,2,冬,快晴,4.7,4.7,0
東京,2015,2,3,冬,快晴,4.7,2.5,0
東京,2015,2,4,冬,晴,5.2,2.3,0
東京,2015,2,5,冬,みぞれ,2.6,2.5,9
東京,2015,2,6,冬,快晴,5.4,2.8,0
東京,2015,2,7,冬,曇,5.3,2.4,1.5
東京,2015,2,8,冬,雨,4,1.9,6
東京,2015,2,9,冬,曇,2,3.2,0
東京,2015,2,10,冬,快晴,3.2,2.2,0
東京,2015,2,11,冬,晴,5.6,2,0
東京,2015,2,12,冬,快晴,7,1.7,0
東京,2015,2,13,冬,晴,5,3.9,0
東京,2015,2,14,冬,快晴,4.9,3.2,0
東京,2015,2,15,冬,快晴,5.5,5,0
東京,2015,2,16,冬,薄曇,7,2.9,0
東京,2015,2,17,冬,雨,3.9,2.4,3
東京,2015,2,18,冬,雨,3.3,3.2,10.5
東京,2015,2,19,冬,快晴,6.2,2.4,0
東京,2015,2,20,冬,晴,6.3,2.4,0
東京,2015,2,21,冬,晴,6.2,2.4,0
東京,2015,2,22,冬,曇,6.3,1.6,1.5
東京,2015,2,23,冬,薄曇,10.7,2.3,16
東京,2015,2,24,冬,曇,9.7,2,0
東京,2015,2,25,冬,薄曇,9.2,2.7,0
東京,2015,2,26,冬,雨,6.6,2.6,14.5
東京,2015,2,27,冬,晴,8.2,3.8,0
東京,2015,2,28,冬,晴,7.4,3.8,0
東京,2015,3,1,春,雨,6.9,3.1,29
東京,2015,3,2,春,晴,9.3,4.2,0
東京,2015,3,3,春,曇,5.6,2.4,0.5
東京,2015,3,4,春,曇,9.6,2.6,18.5
東京,2015,3,5,春,晴,9.3,3.7,0
東京,2015,3,6,春,曇,7.3,2.8,0
東京,2015,3,7,春,雨,6,2.7,4.5
東京,2015,3,8,春,雨,8.2,3.4,0.5
東京,2015,3,9,春,霧雨,9,3,23
東京,2015,3,10,春,曇,7.7,4.6,2.5
東京,2015,3,11,春,晴,6.2,3.6,0
東京,2015,3,12,春,晴,8.6,3.9,0
東京,2015,3,13,春,快晴,8.9,3,0
東京,2015,3,14,春,曇,8.9,2.6,0
東京,2015,3,15,春,雨,8.4,1.9,0
東京,2015,3,16,春,薄曇,11.1,1.9,10
東京,2015,3,17,春,快晴,14.5,2.6,0.5
東京,2015,3,18,春,薄曇,14.8,2.2,0
東京,2015,3,19,春,曇,11.9,2.1,5
東京,2015,3,20,春,曇,11.8,2.3,0
東京,2015,3,21,春,曇,10.5,2.6,0
東京,2015,3,22,春,快晴,12.9,3.2,0
東京,2015,3,23,春,曇,10.7,2.9,0
東京,2015,3,24,春,快晴,8.2,4.6,0
東京,2015,3,25,春,快晴,8.1,5,0
東京,2015,3,26,春,快晴,9.5,3.9,0
東京,2015,3,27,春,快晴,12.3,3,0
東京,2015,3,28,春,薄曇,14.1,2.7,0
東京,2015,3,29,春,薄曇,14.6,3,0
東京,2015,3,30,春,快晴,16.2,3.1,0
東京,2015,3,31,春,快晴,16.7,4.7,0
東京,2015,4,1,春,曇,13.9,2.6,1.5
東京,2015,4,2,春,晴,11.6,3.8,0
東京,2015,4,3,春,曇,17.3,6.4,0
東京,2015,4,4,春,曇,13.2,3.5,0
東京,2015,4,5,春,雨,10.3,1.5,8
東京,2015,4,6,春,晴,16.2,2.1,0
東京,2015,4,7,春,雨,10,3,4.5
東京,2015,4,8,春,雨,4.1,3.5,20
東京,2015,4,9,春,薄曇,7.4,2.6,0
東京,2015,4,10,春,曇,8.3,2.7,9.5
東京,2015,4,11,春,雨,11.5,2.8,7.5
東京,2015,4,12,春,薄曇,12.9,2.5,0
東京,2015,4,13,春,雨,9.7,3.2,36.5
東京,2015,4,14,春,雨,12.1,2,22.5
東京,2015,4,15,春,晴,15.4,4.7,2
東京,2015,4,16,春,薄曇,15.7,2.5,0
東京,2015,4,17,春,晴,16.4,3.2,3.5
東京,2015,4,18,春,薄曇,14,4.2,0
東京,2015,4,19,春,雨,14.3,1.5,0
東京,2015,4,20,春,曇,18.4,5.3,10.5
東京,2015,4,21,春,曇,17.5,3,0.5
東京,2015,4,22,春,曇,15.7,2.6,2.5
東京,2015,4,23,春,快晴,18,2.5,0
東京,2015,4,24,春,薄曇,18.3,4.2,0
東京,2015,4,25,春,晴,17.2,2.7,0
東京,2015,4,26,春,晴,17.8,3.3,0
東京,2015,4,27,春,快晴,19.3,2.9,0
東京,2015,4,28,春,薄曇,20.8,2.8,0
東京,2015,4,29,春,曇,19.4,3.3,0
東京,2015,4,30,春,曇,19,2.4,0
東京,2015,5,1,春,晴,20.5,2.4,0
東京,2015,5,2,春,晴,21,2.7,0
東京,2015,5,3,春,晴,21.2,2.9,0
東京,2015,5,4,春,晴,21.6,5.4,0
東京,2015,5,5,春,薄曇,18.3,3.8,0
東京,2015,5,6,春,薄曇,18.2,3.2,0
東京,2015,5,7,春,曇,19.1,2.1,0
東京,2015,5,8,春,快晴,20.7,2.6,0
東京,2015,5,9,春,曇,18.7,2,0
東京,2015,5,10,春,快晴,19.7,3.5,0
東京,2015,5,11,春,晴,17.2,3.8,0
東京,2015,5,12,春,曇,19.6,6,58.5
東京,2015,5,13,春,快晴,22.5,3.7,0
東京,2015,5,14,春,快晴,23.1,3.2,0
東京,2015,5,15,春,晴,22.7,3.4,0
東京,2015,5,16,春,曇,20.9,2.6,3.5
東京,2015,5,17,春,薄曇,22.2,3.1,0
東京,2015,5,18,春,曇,21.5,3.6,3.5
東京,2015,5,19,春,曇,20.2,1.9,4.5
東京,2015,5,20,春,晴,22.2,2.8,0.5
東京,2015,5,21,春,快晴,19.5,4,8.5
東京,2015,5,22,春,薄曇,20.5,4.1,0
東京,2015,5,23,春,薄曇,21.6,3,0
東京,2015,5,24,春,曇,21,2.7,0
東京,2015,5,25,春,曇,21.3,2.4,0
東京,2015,5,26,春,快晴,23.3,2.6,0
東京,2015,5,27,春,快晴,23.9,3.2,0
東京,2015,5,28,春,曇,22.1,3.1,0
東京,2015,5,29,春,雨,20.7,3,9
東京,2015,5,30,春,快晴,23.4,3.3,0
東京,2015,5,31,春,晴,25.7,2.6,0
東京,2015,6,1,夏,快晴,23.6,3.5,0
東京,2015,6,2,夏,薄曇,23.5,4.1,0
東京,2015,6,3,夏,雨,21.7,2.4,16
東京,2015,6,4,夏,薄曇,23.1,4.7,0
東京,2015,6,5,夏,曇,18.8,2.4,27
東京,2015,6,6,夏,晴,18,2.7,23.5
東京,2015,6,7,夏,晴,20.8,3.2,0
東京,2015,6,8,夏,薄曇,21,3.8,0.5
東京,2015,6,9,夏,雨,19.5,2.5,33
東京,2015,6,10,夏,薄曇,22.6,2.8,0
東京,2015,6,11,夏,薄曇,23,2.6,0
東京,2015,6,12,夏,雨,21.4,1.8,4.5
東京,2015,6,13,夏,晴,24,2.7,0
東京,2015,6,14,夏,曇,22.5,2.4,1.5
東京,2015,6,15,夏,薄曇,24.6,2.5,0
東京,2015,6,16,夏,曇,23.3,2.2,31
東京,2015,6,17,夏,雨,21.6,2.2,11
東京,2015,6,18,夏,曇,21.9,3,0
東京,2015,6,19,夏,雨,19.1,2.7,10.5
東京,2015,6,20,夏,薄曇,21.7,2.9,0
東京,2015,6,21,夏,雨,20.6,1.8,0.5
東京,2015,6,22,夏,曇,22.6,2.3,0
東京,2015,6,23,夏,曇,23.4,2.7,20
東京,2015,6,24,夏,晴,23.8,2.4,0
東京,2015,6,25,夏,晴,24.3,2.9,0
東京,2015,6,26,夏,曇,22.4,2.4,13
東京,2015,6,27,夏,曇,22.6,1.5,3
東京,2015,6,28,夏,晴,23.2,2.7,0
東京,2015,6,29,夏,晴,21.6,3.2,0
東京,2015,6,30,夏,曇,22.5,3.2,0.5
東京,2015,7,1,夏,雨,20.5,2.1,13.5
東京,2015,7,2,夏,曇,22.5,1.9,2.5
東京,2015,7,3,夏,雨,21.9,2,67.5
東京,2015,7,4,夏,曇,22.5,1.8,4
東京,2015,7,5,夏,曇,20.1,1.8,20
東京,2015,7,6,夏,雨,19.8,1.7,14.5
東京,2015,7,7,夏,雨,21.3,1.5,0
東京,2015,7,8,夏,曇,22.4,1.7,11
東京,2015,7,9,夏,雨,19.4,2,11
東京,2015,7,10,夏,晴,23.2,2.1,0.5
東京,2015,7,11,夏,快晴,25.9,2.8,0
東京,2015,7,12,夏,晴,27.2,2.7,0
東京,2015,7,13,夏,薄曇,29.4,5,0
東京,2015,7,14,夏,快晴,29.9,6.8,0
東京,2015,7,15,夏,晴,28.4,4.7,0
東京,2015,7,16,夏,曇,26.4,4.8,63.5
東京,2015,7,17,夏,雨,26.7,5.3,14.5
東京,2015,7,18,夏,曇,27.2,5.5,0.5
東京,2015,7,19,夏,晴,29.4,3.3,0
東京,2015,7,20,夏,晴,28.8,2.4,0
東京,2015,7,21,夏,快晴,29.4,3.8,0
東京,2015,7,22,夏,快晴,28.9,6.4,0
東京,2015,7,23,夏,曇,27,4.5,4.5
東京,2015,7,24,夏,晴,28.1,2,7
東京,2015,7,25,夏,薄曇,28.6,2.2,0
東京,2015,7,26,夏,薄曇,30.3,2.4,0
東京,2015,7,27,夏,晴,30.4,2.7,0
東京,2015,7,28,夏,晴,29.6,2.4,0
東京,2015,7,29,夏,曇,29.4,2.6,0
東京,2015,7,30,夏,曇,29.1,2.2,0
東京,2015,7,31,夏,快晴,30,2.7,0
東京,2015,8,1,夏,晴,30.5,2.6,0
東京,2015,8,2,夏,快晴,30.2,2.6,0
東京,2015,8,3,夏,晴,29.8,3.1,0
東京,2015,8,4,夏,晴,30,3.4,0
東京,2015,8,5,夏,快晴,30.2,4.1,0
東京,2015,8,6,夏,晴,30.9,3,0
東京,2015,8,7,夏,晴,31.5,2.6,0
東京,2015,8,8,夏,晴,27.6,3.2,0
東京,2015,8,9,夏,晴,27.9,2.5,0
東京,2015,8,10,夏,曇,27.9,2.6,1
東京,2015,8,11,夏,曇,29.4,2.6,0
東京,2015,8,12,夏,晴,28.9,2.3,0
東京,2015,8,13,夏,曇,27.5,3,1
東京,2015,8,14,夏,曇,26.9,2.3,2
東京,2015,8,15,夏,晴,27.7,2.5,0
東京,2015,8,16,夏,曇,27.8,2.7,8
東京,2015,8,17,夏,曇,25.7,4,33.5
東京,2015,8,18,夏,曇,28.2,3.8,0
東京,2015,8,19,夏,曇,27.8,3,0
東京,2015,8,20,夏,曇,25.6,1.9,8
東京,2015,8,21,夏,曇,26,1.9,2.5
東京,2015,8,22,夏,晴,28.3,3.3,0
東京,2015,8,23,夏,晴,26.7,3.3,0
東京,2015,8,24,夏,曇,24.3,3.3,0
東京,2015,8,25,夏,曇,21.5,3.3,0.5
東京,2015,8,26,夏,雨,19.5,3.3,35.5
東京,2015,8,27,夏,曇,23.6,2.4,0
東京,2015,8,28,夏,曇,21.7,2.7,3
東京,2015,8,29,夏,雨,20,2.4,2.5
東京,2015,8,30,夏,曇,21.2,1.8,3.5
東京,2015,8,31,夏,曇,22.1,1.7,2.5
東京,2015,9,1,秋,雨,23.7,2,12
東京,2015,9,2,秋,曇,26.9,5,5.5
東京,2015,9,3,秋,曇,25.7,2.6,1.5
東京,2015,9,4,秋,曇,24.7,2.5,14
東京,2015,9,5,秋,曇,25.4,2.5,0
東京,2015,9,6,秋,曇,23.8,1.9,46.5
東京,2015,9,7,秋,雨,23,2.3,19
東京,2015,9,8,秋,雨,20,2.2,65.5
東京,2015,9,9,秋,雨,22.4,2.7,156.5
東京,2015,9,10,秋,雨,21.8,2.1,50
東京,2015,9,11,秋,晴,23.9,2.8,0
東京,2015,9,12,秋,晴,24.7,2.8,0
東京,2015,9,13,秋,曇,24.4,3.7,0
東京,2015,9,14,秋,曇,22.9,3.1,0
東京,2015,9,15,秋,曇,22.3,2.5,0
東京,2015,9,16,秋,曇,21.1,2.3,4
東京,2015,9,17,秋,雨,17.9,2.6,74.5
東京,2015,9,18,秋,雨,20.6,1.7,5.5
東京,2015,9,19,秋,曇,24.1,2.3,0
東京,2015,9,20,秋,晴,23.3,2.5,0
東京,2015,9,21,秋,晴,22.7,2.1,0
東京,2015,9,22,秋,晴,23,2.3,0
東京,2015,9,23,秋,晴,22.4,2.4,0
東京,2015,9,24,秋,曇,20.4,2,1
東京,2015,9,25,秋,雨,17.7,2.5,43
東京,2015,9,26,秋,曇,20.5,1.8,5
東京,2015,9,27,秋,曇,21.4,1.6,0
東京,2015,9,28,秋,晴,23.3,2.5,0
東京,2015,9,29,秋,曇,22.7,2.8,0
東京,2015,9,30,秋,薄曇,20.9,4.1,0
東京,2015,10,1,秋,雨,19.4,3.9,7.5
東京,2015,10,2,秋,曇,23.2,4.2,22
東京,2015,10,3,秋,晴,21.7,1.9,0
東京,2015,10,4,秋,晴,21.3,2.9,0
東京,2015,10,5,秋,曇,17.9,2.9,0
東京,2015,10,6,秋,晴,17.7,2.9,0
東京,2015,10,7,秋,快晴,17.5,3.7,0
東京,2015,10,8,秋,快晴,19.4,5.1,0
東京,2015,10,9,秋,快晴,20.2,3.7,0
東京,2015,10,10,秋,曇,18.3,2.5,0
東京,2015,10,11,秋,雨,18.9,2.3,15
東京,2015,10,12,秋,晴,18.7,2,0
東京,2015,10,13,秋,快晴,18.8,2.2,0
東京,2015,10,14,秋,快晴,18.4,2.3,0
東京,2015,10,15,秋,晴,18.8,2.4,0.5
東京,2015,10,16,秋,雨,15.6,2.6,7
東京,2015,10,17,秋,曇,17.5,2.2,5
東京,2015,10,18,秋,晴,18.8,1.8,0
東京,2015,10,19,秋,快晴,19,2.2,0
東京,2015,10,20,秋,薄曇,19,1.9,0
東京,2015,10,21,秋,薄曇,17.2,2.4,0
東京,2015,10,22,秋,晴,17.4,2.4,0
東京,2015,10,23,秋,曇,17.9,2,0
東京,2015,10,24,秋,晴,19,2.3,0
東京,2015,10,25,秋,快晴,16.1,5.7,0
東京,2015,10,26,秋,快晴,15.5,3.1,0
東京,2015,10,27,秋,快晴,18.3,4.1,0
